"ID","protein-ID","species-ID","group-ID","spec-Type","spec-No"
"CSG_HALHA","CSG","HALHA","P5110","P",5110
"CSG_HALVO","CSG","HALVO","P5110","P",5110
"CSG_METFE","CSG","METFE","P5020","P",5020
"CSG_METSC","CSG","METSC","P5020","P",5020
"CTL4_HUMAN","CTL4","HUMAN","E5210","E",5210
"CTL4_MOUSE","CTL4","MOUSE","E5230","E",5230
"CTR_YEAST","CTR","YEAST","E8120","E",8120
"CVAB_ECOLI","CVAB","ECOLI","P0810","P",810
"CX26_HUMAN","CX26","HUMAN","E5210","E",5210
"CX26_MOUSE","CX26","MOUSE","E5230","E",5230
"CX26_RAT","CX26","RAT","E5230","E",5230
"CX30_RAT","CX30","RAT","E5230","E",5230
"CX30_XENLA","CX30","XENLA","E4000","E",4000
"CX31_MOUSE","CX31","MOUSE","E5230","E",5230
"CX31_RAT","CX31","RAT","E5230","E",5230
"CX32_ARATH","CX32","ARATH","E9610","E",9610
"CX32_HUMAN","CX32","HUMAN","E5210","E",5210
"CX32_MOUSE","CX32","MOUSE","E5230","E",5230
"CX32_RAT","CX32","RAT","E5230","E",5230
"CX33_RAT","CX33","RAT","E5230","E",5230
"CX37_MOUSE","CX37","MOUSE","E5230","E",5230
"CX38_XENLA","CX38","XENLA","E4000","E",4000
"CX40_MOUSE","CX40","MOUSE","E5230","E",5230
"CX40_RAT","CX40","RAT","E5230","E",5230
"CX42_CHICK","CX42","CHICK","E4480","E",4480
"CX43_BOVIN","CX43","BOVIN","E5100","E",5100
"CX43_CHICK","CX43","CHICK","E4480","E",4480
"CX43_HUMAN","CX43","HUMAN","E5210","E",5210
"CX43_MOUSE","CX43","MOUSE","E5230","E",5230
"CX43_RAT","CX43","RAT","E5230","E",5230
"CX43_XENLA","CX43","XENLA","E4000","E",4000
"CX45_CANFA","CX45","CANFA","E5110","E",5110
"CX45_CHICK","CX45","CHICK","E4480","E",4480
"CX45_MOUSE","CX45","MOUSE","E5230","E",5230
"CX46_RAT","CX46","RAT","E5230","E",5230
"CX50_MOUSE","CX50","MOUSE","E5230","E",5230
"CX56_CHICK","CX56","CHICK","E4480","E",4480
"CY1_BOVIN","CY1","BOVIN","E5100","E",5100
"CY1_EUGGR","CY1","EUGGR","E8750","E",8750
"CY1_HUMAN","CY1","HUMAN","E5210","E",5210
"CY1_NEUCR","CY1","NEUCR","E8190","E",8190
"CY1_PARDE","CY1","PARDE","P0700","P",700
"CY1_RHOCA","CY1","RHOCA","P0120","P",120
"CY1_RHORU","CY1","RHORU","P0120","P",120
"CY1_RHOSH","CY1","RHOSH","P0120","P",120
"CY1_YEAST","CY1","YEAST","E8120","E",8120
"CY11_SOLTU","CY11","SOLTU","E9820","E",9820
"CY12_SOLTU","CY12","SOLTU","E9820","E",9820
"CY14_NEUCR","CY14","NEUCR","E8190","E",8190
"CYA1_BOVIN","CYA1","BOVIN","E5100","E",5100
"CYA2_RAT","CYA2","RAT","E5230","E",5230
"CYA3_RAT","CYA3","RAT","E5230","E",5230
"CYA4_RAT","CYA4","RAT","E5230","E",5230
"CYB_ACITR","CYB","ACITR","E2410","E",2410
"CYB_AKOAN","CYB","AKOAN","E5230","E",5230
"CYB_AKOBO","CYB","AKOBO","E5230","E",5230
"CYB_AKOJE","CYB","AKOJE","E5230","E",5230
"CYB_AKOJU","CYB","AKOJU","E5230","E",5230
"CYB_AKOKO","CYB","AKOKO","E5230","E",5230
"CYB_AKOMO","CYB","AKOMO","E5230","E",5230
"CYB_AKOPU","CYB","AKOPU","E5230","E",5230
"CYB_AKOSU","CYB","AKOSU","E5230","E",5230
"CYB_AKOTO","CYB","AKOTO","E5230","E",5230
"CYB_AMBMA","CYB","AMBMA","E4520","E",4520
"CYB_AMICA","CYB","AMICA","E2430","E",2430
"CYB_AMPST","CYB","AMPST","E4520","E",4520
"CYB_ANTAM","CYB","ANTAM","E5100","E",5100
"CYB_ASCSU","CYB","ASCSU","E7170","E",7170
"CYB_ATRSP","CYB","ATRSP","E2420","E",2420
"CYB_BALPH","CYB","BALPH","E5120","E",5120
"CYB_BOLAM","CYB","BOLAM","E5230","E",5230
"CYB_BOVIN","CYB","BOVIN","E5100","E",5100
"CYB_CAEEL","CYB","CAEEL","E7160","E",7160
"CYB_CAMDR","CYB","CAMDR","E5100","E",5100
"CYB_CAPHI","CYB","CAPHI","E5100","E",5100
"CYB_CATGU","CYB","CATGU","E4520","E",4520
"CYB_CHICK","CYB","CHICK","E4480","E",4480
"CYB_CHLRE","CYB","CHLRE","E8620","E",8620
"CYB_CHLSM","CYB","CHLSM","E8620","E",8620
"CYB_CICCE","CYB","CICCE","E2570","E",2570
"CYB_CICNI","CYB","CICNI","E2570","E",2570
"CYB_COLRU","CYB","COLRU","E4570","E",4570
"CYB_CORME","CYB","CORME","E4520","E",4520
"CYB_CYPCA","CYB","CYPCA","E2470","E",2470
"CYB_DAMDA","CYB","DAMDA","E5100","E",5100
"CYB_DICBI","CYB","DICBI","E5180","E",5180
"CYB_DIPCA","CYB","DIPCA","E5230","E",5230
"CYB_DIPHE","CYB","DIPHE","E5230","E",5230
"CYB_DIPPA","CYB","DIPPA","E5230","E",5230
"CYB_DROME","CYB","DROME","E6230","E",6230
"CYB_DROYA","CYB","DROYA","E6230","E",6230
"CYB_EMENI","CYB","EMENI","E8140","E",8140
"CYB_EPIAL","CYB","EPIAL","E4520","E",4520
"CYB_EQUGR","CYB","EQUGR","E5180","E",5180
"CYB_GEOSD","CYB","GEOSD","E2570","E",2570
"CYB_GIRCA","CYB","GIRCA","E5100","E",5100
"CYB_GOMVA","CYB","GOMVA","E2570","E",2570
"CYB_GYMTI","CYB","GYMTI","E4520","E",4520
"CYB_HUMAN","CYB","HUMAN","E5210","E",5210
"CYB_JULRE","CYB","JULRE","E2570","E",2570
"CYB_LEITA","CYB","LEITA","E1000","E",1000
"CYB_LEPOC","CYB","LEPOC","E2420","E",2420
"CYB_LOXAF","CYB","LOXAF","E5220","E",5220
"CYB_MAIZE","CYB","MAIZE","E9940","E",9940
"CYB_MARPO","CYB","MARPO","E8910","E",8910
"CYB_MEGAT","CYB","MEGAT","E2440","E",2440
"CYB_MICMI","CYB","MICMI","E5230","E",5230
"CYB_MOUSE","CYB","MOUSE","E5230","E",5230
"CYB_NEUCR","CYB","NEUCR","E8190","E",8190
"CYB_ODOHE","CYB","ODOHE","E5100","E",5100
"CYB_OENBE","CYB","OENBE","E9680","E",9680
"CYB_ORYSA","CYB","ORYSA","E9940","E",9940
"CYB_PARDE","CYB","PARDE","P0700","P",700
"CYB_PARIN","CYB","PARIN","E4520","E",4520
"CYB_PARLI","CYB","PARLI","E6620","E",6620
"CYB_PARTE","CYB","PARTE","E1200","E",1200
"CYB_PHOVI","CYB","PHOVI","E5200","E",5200
"CYB_PIG","CYB","PIG","E5100","E",5100
"CYB_PITSO","CYB","PITSO","E4520","E",4520
"CYB_POLSX","CYB","POLSX","E2590","E",2590
"CYB_POMIS","CYB","POMIS","E4520","E",4520
"CYB_POMNI","CYB","POMNI","E2570","E",2570
"CYB_POMRU","CYB","POMRU","E4520","E",4520
"CYB_POMSU","CYB","POMSU","E4520","E",4520
"CYB_POMTE","CYB","POMTE","E4520","E",4520
"CYB_PTIPL","CYB","PTIPL","E4520","E",4520
"CYB_RANCA","CYB","RANCA","E4000","E",4000
"CYB_RAT","CYB","RAT","E5230","E",5230
"CYB_RHOCA","CYB","RHOCA","P0120","P",120
"CYB_RHORU","CYB","RHORU","P0120","P",120
"CYB_RHOSH","CYB","RHOSH","P0120","P",120
"CYB_SALTR","CYB","SALTR","E2510","E",2510
"CYB_SCAPL","CYB","SCAPL","E2410","E",2410
"CYB_SCHPO","CYB","SCHPO","E8120","E",8120
"CYB_SCYMA","CYB","SCYMA","E4520","E",4520
"CYB_SHEEP","CYB","SHEEP","E5100","E",5100
"CYB_SOLTU","CYB","SOLTU","E9820","E",9820
"CYB_STEAT","CYB","STEAT","E5120","E",5120
"CYB_STRPU","CYB","STRPU","E6620","E",6620
"CYB_TAYTA","CYB","TAYTA","E5100","E",5100
"CYB_THOTO","CYB","THOTO","E5230","E",5230
"CYB_THRDO","CYB","THRDO","E4520","E",4520
"CYB_TRANA","CYB","TRANA","E5100","E",5100
"CYB_TRYBB","CYB","TRYBB","E1000","E",1000
"CYB_VICFA","CYB","VICFA","E9670","E",9670
"CYB_WHEAT","CYB","WHEAT","E9940","E",9940
"CYB_XENLA","CYB","XENLA","E4000","E",4000
"CYB_YEAST","CYB","YEAST","E8120","E",8120
"CYB5_BOVIN","CYB5","BOVIN","E5100","E",5100
"CYB5_CHICK","CYB5","CHICK","E4480","E",4480
"CYB5_HORSE","CYB5","HORSE","E5180","E",5180
"CYB5_HUMAN","CYB5","HUMAN","E5210","E",5210
"CYB5_PIG","CYB5","PIG","E5100","E",5100
"CYB5_RABIT","CYB5","RABIT","E5170","E",5170
"CYB5_RAT","CYB5","RAT","E5230","E",5230
"CYB6_CHLPR","CYB6","CHLPR","E8640","E",8640
"CYB6_CHLRE","CYB6","CHLRE","E8620","E",8620
"CYB6_MAIZE","CYB6","MAIZE","E9940","E",9940
"CYB6_MARPO","CYB6","MARPO","E8910","E",8910
"CYB6_NOSSP","CYB6","NOSSP","P0070","P",70
"CYB6_ORYSA","CYB6","ORYSA","E9940","E",9940
"CYB6_PROHO","CYB6","PROHO","P0090","P",90
"CYB6_SPIOL","CYB6","SPIOL","E9490","E",9490
"CYB6_SYNP2","CYB6","SYNP2","P0050","P",50
"CYB6_TOBAC","CYB6","TOBAC","E9820","E",9820
"CYB6_WHEAT","CYB6","WHEAT","E9940","E",9940
"CYBA_STELO","CYBA","STELO","E5120","E",5120
"CYBB_STELO","CYBB","STELO","E5120","E",5120
"CYCM_BRAJA","CYCM","BRAJA","P0730","P",730
"CYDA_ECOLI","CYDA","ECOLI","P0810","P",810
"CYDB_ECOLI","CYDB","ECOLI","P0810","P",810
"CYF_CHLRE","CYF","CHLRE","E8620","E",8620
"CYF_MARPO","CYF","MARPO","E8910","E",8910
"CYF_OENHO","CYF","OENHO","E9680","E",9680
"CYF_ORYSA","CYF","ORYSA","E9940","E",9940
"CYF_PEA","CYF","PEA","E9670","E",9670
"CYF_SPIOL","CYF","SPIOL","E9490","E",9490
"CYF_TOBAC","CYF","TOBAC","E9820","E",9820
"CYF_VICFA","CYF","VICFA","E9670","E",9670
"CYF_WHEAT","CYF","WHEAT","E9940","E",9940
"CYGR_ARBPU","CYGR","ARBPU","E6620","E",6620
"CYGS_STRPU","CYGS","STRPU","E6620","E",6620
"CYL3_STOHE","CYL3","STOHE","E6300","E",6300
"CYM5_RAT","CYM5","RAT","E5230","E",5230
"CYOA_ECOLI","CYOA","ECOLI","P0810","P",810
"CYOB_ECOLI","CYOB","ECOLI","P0810","P",810
"CYOC_ECOLI","CYOC","ECOLI","P0810","P",810
"CYOD_ECOLI","CYOD","ECOLI","P0810","P",810
"CYOE_ECOLI","CYOE","ECOLI","P0810","P",810
"CYPR_CALVI","CYPR","CALVI","E6230","E",6230
"CYPR_DROME","CYPR","DROME","E6230","E",6230
"CYPR_YEAST","CYPR","YEAST","E8120","E",8120
"CYST_ECOLI","CYST","ECOLI","P0810","P",810
"CYST_SYNP7","CYST","SYNP7","P0050","P",50
"CYST_SYNY3","CYST","SYNY3","P0050","P",50
"CYSW_ECOLI","CYSW","ECOLI","P0810","P",810
"CYSW_SYNP7","CYSW","SYNP7","P0050","P",50
"D2DR_BOVIN","D2DR","BOVIN","E5100","E",5100
"D2DR_HUMAN","D2DR","HUMAN","E5210","E",5210
"D2DR_RAT","D2DR","RAT","E5230","E",5230
"D2DR_XENLA","D2DR","XENLA","E4000","E",4000
"D3DR_MOUSE","D3DR","MOUSE","E5230","E",5230
"D3DR_RAT","D3DR","RAT","E5230","E",5230
"D4DR_HUMAN","D4DR","HUMAN","E5210","E",5210
"D4DR_RAT","D4DR","RAT","E5230","E",5230
"D5DR_HUMAN","D5DR","HUMAN","E5210","E",5210
"DADR_HUMAN","DADR","HUMAN","E5210","E",5210
"DADR_RAT","DADR","RAT","E5230","E",5230
"DAF1_CAEEL","DAF1","CAEEL","E7160","E",7160
"DAL5_YEAST","DAL5","YEAST","E8120","E",8120
"DAP2_YEAST","DAP2","YEAST","E8120","E",8120
"DBDR_RAT","DBDR","RAT","E5230","E",5230
"DCIB_BACSU","DCIB","BACSU","P1510","P",1510
"DCIC_BACSU","DCIC","BACSU","P1510","P",1510
"DCOB_KLEPN","DCOB","KLEPN","P0810","P",810
"DCOG_KLEPN","DCOG","KLEPN","P0810","P",810
"DCTA_RHILE","DCTA","RHILE","P0730","P",730
"DCTA_RHIME","DCTA","RHIME","P0730","P",730
"DCTB_RHILE","DCTB","RHILE","P0730","P",730
"DCTB_RHIME","DCTB","RHIME","P0730","P",730
"DEG1_CAEEL","DEG1","CAEEL","E7160","E",7160
"DHG_ECOLI","DHG","ECOLI","P0810","P",810
"DHG_GLUOX","DHG","GLUOX","P0750","P",750
"DHGA_ACICA","DHGA","ACICA","P0770","P",770
"DHSC_BACSU","DHSC","BACSU","P1510","P",1510
"DIVB_BACSU","DIVB","BACSU","P1510","P",1510
"DMSC_ECOLI","DMSC","ECOLI","P0810","P",810
"DPM1_YEAST","DPM1","YEAST","E8120","E",8120
"DPP4_HUMAN","DPP4","HUMAN","E5210","E",5210
"DPP4_RAT","DPP4","RAT","E5230","E",5230
"DPTP_DROME","DPTP","DROME","E6230","E",6230
"DSBB_ECOLI","DSBB","ECOLI","P0810","P",810
"DTCM_MOUSE","DTCM","MOUSE","E5230","E",5230
"E2_HUMAN","E2","HUMAN","E5210","E",5210
"E310_ADE02","E310","ADE02","V1010","V",1010
"E310_ADE03","E310","ADE03","V1010","V",1010
"E310_ADE05","E310","ADE05","V1010","V",1010
"E310_ADE07","E310","ADE07","V1010","V",1010
"E311_ADE02","E311","ADE02","V1010","V",1010
"E311_ADE05","E311","ADE05","V1010","V",1010
"E315_ADE02","E315","ADE02","V1010","V",1010
"E315_ADE03","E315","ADE03","V1010","V",1010
"E315_ADE05","E315","ADE05","V1010","V",1010
"E315_ADE07","E315","ADE07","V1010","V",1010
"E3GL_ADE02","E3GL","ADE02","V1010","V",1010
"E3GL_ADE03","E3GL","ADE03","V1010","V",1010
"E3GL_ADE05","E3GL","ADE05","V1010","V",1010
"E3GL_ADE35","E3GL","ADE35","V1010","V",1010
"E3GL_ADEM1","E3GL","ADEM1","V1010","V",1010
"EAR_EBV","EAR","EBV","V0218","V",218
"EBR_STAAU","EBR","STAAU","P1410","P",1410
"ECTO_RAT","ECTO","RAT","E5230","E",5230
"EDG1_HUMAN","EDG1","HUMAN","E5210","E",5210
"EGF_HUMAN","EGF","HUMAN","E5210","E",5210
"EGF_MOUSE","EGF","MOUSE","E5230","E",5230
"EGFR_CHICK","EGFR","CHICK","E4480","E",4480
"EGFR_DROME","EGFR","DROME","E6230","E",6230
"EGFR_HUMAN","EGFR","HUMAN","E5210","E",5210
"EGLN_HUMAN","EGLN","HUMAN","E5210","E",5210
"ELFT_HUMAN","ELFT","HUMAN","E5210","E",5210
"ELI_PEA","ELI","PEA","E9670","E",9670
"ELI5_HORVU","ELI5","HORVU","E9940","E",9940
"ELI6_HORVU","ELI6","HORVU","E9940","E",9940
"ELI9_HORVU","ELI9","HORVU","E9940","E",9940
"EMRB_ECOLI","EMRB","ECOLI","P0810","P",810
"ENDR_BOVIN","ENDR","BOVIN","E5100","E",5100
"ENV_BAEVM","ENV","BAEVM","V6710","V",6710
"ENV_BIV06","ENV","BIV06","V6750","V",6750
"ENV_BIV27","ENV","BIV27","V6750","V",6750
"ENV_BLVAF","ENV","BLVAF","V6710","V",6710
"ENV_BLVAU","ENV","BLVAU","V6710","V",6710
"ENV_BLVAV","ENV","BLVAV","V6710","V",6710
"ENV_BLVB2","ENV","BLVB2","V6710","V",6710
"ENV_BLVB5","ENV","BLVB5","V6710","V",6710
"ENV_BLVJ","ENV","BLVJ","V6710","V",6710
"ENV_EIAV1","ENV","EIAV1","V6750","V",6750
"ENV_EIAV2","ENV","EIAV2","V6750","V",6750
"ENV_EIAV3","ENV","EIAV3","V6750","V",6750
"ENV_EIAV5","ENV","EIAV5","V6750","V",6750
"ENV_EIAV9","ENV","EIAV9","V6750","V",6750
"ENV_EIAVW","ENV","EIAVW","V6750","V",6750
"ENV_EIAVY","ENV","EIAVY","V6750","V",6750
"ENV_FIVPE","ENV","FIVPE","V6750","V",6750
"ENV_FIVSD","ENV","FIVSD","V6750","V",6750
"ENV_FOAMV","ENV","FOAMV","V6760","V",6760
"ENV_GALV","ENV","GALV","V6710","V",6710
"ENV_HIV10","ENV","HIV10","V6750","V",6750
"ENV_HIV13","ENV","HIV13","V6750","V",6750
"ENV_HIV14","ENV","HIV14","V6750","V",6750
"ENV_HIV16","ENV","HIV16","V6750","V",6750
"ENV_HIV18","ENV","HIV18","V6750","V",6750
"ENV_HIV1A","ENV","HIV1A","V6750","V",6750
"ENV_HIV1B","ENV","HIV1B","V6750","V",6750
"ENV_HIV1C","ENV","HIV1C","V6750","V",6750
"ENV_HIV1D","ENV","HIV1D","V6750","V",6750
"ENV_HIV1E","ENV","HIV1E","V6750","V",6750
"ENV_HIV1F","ENV","HIV1F","V6750","V",6750
"ENV_HIV1G","ENV","HIV1G","V6750","V",6750
"ENV_HIV1H","ENV","HIV1H","V6750","V",6750
"ENV_HIV1I","ENV","HIV1I","V6750","V",6750
"ENV_HIV1J","ENV","HIV1J","V6750","V",6750
"ENV_HIV1K","ENV","HIV1K","V6750","V",6750
"ENV_HIV1L","ENV","HIV1L","V6750","V",6750
"ENV_HIV1M","ENV","HIV1M","V6750","V",6750
"ENV_HIV1N","ENV","HIV1N","V6750","V",6750
"ENV_HIV1O","ENV","HIV1O","V6750","V",6750
"ENV_HIV1P","ENV","HIV1P","V6750","V",6750
"ENV_HIV1R","ENV","HIV1R","V6750","V",6750
"ENV_HIV1S","ENV","HIV1S","V6750","V",6750
"ENV_HIV1V","ENV","HIV1V","V6750","V",6750
"ENV_HIV1W","ENV","HIV1W","V6750","V",6750
"ENV_HIV1X","ENV","HIV1X","V6750","V",6750
"ENV_HIV1Y","ENV","HIV1Y","V6750","V",6750
"ENV_HIV1Z","ENV","HIV1Z","V6750","V",6750
"ENV_HIV21","ENV","HIV21","V6750","V",6750
"ENV_HIV2B","ENV","HIV2B","V6750","V",6750
"ENV_HIV2C","ENV","HIV2C","V6750","V",6750
"ENV_HIV2D","ENV","HIV2D","V6750","V",6750
"ENV_HIV2G","ENV","HIV2G","V6750","V",6750
"ENV_HIV2I","ENV","HIV2I","V6750","V",6750
"ENV_HIV2N","ENV","HIV2N","V6750","V",6750
"ENV_HIV2R","ENV","HIV2R","V6750","V",6750
"ENV_HIV2S","ENV","HIV2S","V6750","V",6750
"ENV_HTL1A","ENV","HTL1A","V6710","V",6710
"ENV_HTL1C","ENV","HTL1C","V6710","V",6710
"ENV_HTL1M","ENV","HTL1M","V6710","V",6710
"ENV_HTLV2","ENV","HTLV2","V6710","V",6710
"ENV_MLVF5","ENV","MLVF5","V6710","V",6710
"ENV_MLVFF","ENV","MLVFF","V6710","V",6710
"ENV_MLVFP","ENV","MLVFP","V6710","V",6710
"ENV_MLVHO","ENV","MLVHO","V6710","V",6710
"ENV_OMVVS","ENV","OMVVS","V6750","V",6750
"ENV_SFV1","ENV","SFV1","V6760","V",6760
"ENV_SFV3L","ENV","SFV3L","V6760","V",6760
"ENV_SIVA1","ENV","SIVA1","V6750","V",6750
"ENV_SIVAG","ENV","SIVAG","V6750","V",6750
"ENV_SIVAT","ENV","SIVAT","V6750","V",6750
"ENV_SIVCZ","ENV","SIVCZ","V6750","V",6750
"ENV_SIVGB","ENV","SIVGB","V6750","V",6750
"ENV_SIVM1","ENV","SIVM1","V6750","V",6750
"ENV_SIVM2","ENV","SIVM2","V6750","V",6750
"ENV_SIVMK","ENV","SIVMK","V6750","V",6750
"ENV_SIVML","ENV","SIVML","V6750","V",6750
"ENV_SIVS4","ENV","SIVS4","V6750","V",6750
"ENV_SIVSP","ENV","SIVSP","V6750","V",6750
"ENV_SMRVH","ENV","SMRVH","V6710","V",6710
"ENV_VILV","ENV","VILV","V6750","V",6750
"ENV_VILV1","ENV","VILV1","V6750","V",6750
"ENV_VILV2","ENV","VILV2","V6750","V",6750
"ENVD_ECOLI","ENVD","ECOLI","P0810","P",810
"ENVZ_ECOLI","ENVZ","ECOLI","P0810","P",810
"ENVZ_SALTY","ENVZ","SALTY","P0810","P",810
"EPIA_HUMAN","EPIA","HUMAN","E5210","E",5210
"EPIB_HUMAN","EPIB","HUMAN","E5210","E",5210
"EPOR_HUMAN","EPOR","HUMAN","E5210","E",5210
"EPOR_MOUSE","EPOR","MOUSE","E5230","E",5230
"EPT1_YEAST","EPT1","YEAST","E8120","E",8120
"ERB2_HUMAN","ERB2","HUMAN","E5210","E",5210
"ERB3_HUMAN","ERB3","HUMAN","E5210","E",5210
"ERD1_YEAST","ERD1","YEAST","E8120","E",8120
"ERD2_HUMAN","ERD2","HUMAN","E5210","E",5210
"ERD2_KLULA","ERD2","KLULA","E8120","E",8120
"ERD2_YEAST","ERD2","YEAST","E8120","E",8120
"ERG9_YEAST","ERG9","YEAST","E8120","E",8120
"ERS1_YEAST","ERS1","YEAST","E8120","E",8120
"ET1B_BOVIN","ET1B","BOVIN","E5100","E",5100
"ET1R_BOVIN","ET1R","BOVIN","E5100","E",5100
"ET1R_HUMAN","ET1R","HUMAN","E5210","E",5210
"ET1R_RAT","ET1R","RAT","E5230","E",5230
"ETBR_HUMAN","ETBR","HUMAN","E5210","E",5210
"ETBR_RAT","ETBR","RAT","E5230","E",5230
"EVI2_HUMAN","EVI2","HUMAN","E5210","E",5210
"EVI2_MOUSE","EVI2","MOUSE","E5230","E",5230
"EXBB_ECOLI","EXBB","ECOLI","P0810","P",810
"EXBB_SALTY","EXBB","SALTY","P0810","P",810
"EXBD_ECOLI","EXBD","ECOLI","P0810","P",810
"EXOY_RHISN","EXOY","RHISN","P0730","P",730
"EXP1_PLAFA","EXP1","PLAFA","E1100","E",1100
"FADL_ECOLI","FADL","ECOLI","P0810","P",810
"FASA_HUMAN","FASA","HUMAN","E5210","E",5210
"FASA_MOUSE","FASA","MOUSE","E5230","E",5230
"FCAR_HUMAN","FCAR","HUMAN","E5210","E",5210
"FCE1_RAT","FCE1","RAT","E5230","E",5230
"FCE2_HUMAN","FCE2","HUMAN","E5210","E",5210
"FCE2_MOUSE","FCE2","MOUSE","E5230","E",5230
"FCE2_RAT","FCE2","RAT","E5230","E",5230
"FCEA_HUMAN","FCEA","HUMAN","E5210","E",5210
"FCEA_MOUSE","FCEA","MOUSE","E5230","E",5230
"FCEB_HUMAN","FCEB","HUMAN","E5210","E",5210
"FCEB_MOUSE","FCEB","MOUSE","E5230","E",5230
"FCEB_RAT","FCEB","RAT","E5230","E",5230
"FCEG_HUMAN","FCEG","HUMAN","E5210","E",5210
"FCEG_MOUSE","FCEG","MOUSE","E5230","E",5230
"FCEG_RAT","FCEG","RAT","E5230","E",5230
"FCG0_HUMAN","FCG0","HUMAN","E5210","E",5210
"FCG1_HUMAN","FCG1","HUMAN","E5210","E",5210
"FCG1_MOUSE","FCG1","MOUSE","E5230","E",5230
"FCG2_HUMAN","FCG2","HUMAN","E5210","E",5210
"FCG2_MOUSE","FCG2","MOUSE","E5230","E",5230
"FCG3_HUMAN","FCG3","HUMAN","E5210","E",5210
"FCG3_MOUSE","FCG3","MOUSE","E5230","E",5230
"FCG3_RAT","FCG3","RAT","E5230","E",5230
"FCGN_RAT","FCGN","RAT","E5230","E",5230
"FCGX_MOUSE","FCGX","MOUSE","E5230","E",5230
"FCN3_DROME","FCN3","DROME","E6230","E",6230
"FCY2_YEAST","FCY2","YEAST","E8120","E",8120
"FDNH_ECOLI","FDNH","ECOLI","P0810","P",810
"FDNI_ECOLI","FDNI","ECOLI","P0810","P",810
"FEPD_ECOLI","FEPD","ECOLI","P0810","P",810
"FEPG_ECOLI","FEPG","ECOLI","P0810","P",810
"FGR1_CHICK","FGR1","CHICK","E4480","E",4480
"FGR1_HUMAN","FGR1","HUMAN","E5210","E",5210
"FGR1_MOUSE","FGR1","MOUSE","E5230","E",5230
"FGR1_XENLA","FGR1","XENLA","E4000","E",4000
"FGR2_HUMAN","FGR2","HUMAN","E5210","E",5210
"FGR3_HUMAN","FGR3","HUMAN","E5210","E",5210
"FGR4_HUMAN","FGR4","HUMAN","E5210","E",5210
"FIXG_RHIME","FIXG","RHIME","P0730","P",730
"FIXH_RHIME","FIXH","RHIME","P0730","P",730
"FIXI_RHIME","FIXI","RHIME","P0730","P",730
"FIXL_AZOCA","FIXL","AZOCA","P0200","P",200
"FIXL_BRAJA","FIXL","BRAJA","P0730","P",730
"FIXL_RHIME","FIXL","RHIME","P0730","P",730
"FIXS_RHIME","FIXS","RHIME","P0730","P",730
"FLAP_HORSE","FLAP","HORSE","E5180","E",5180
"FLAP_HUMAN","FLAP","HUMAN","E5210","E",5210
"FLAP_MACMU","FLAP","MACMU","E5210","E",5210
"FLAP_MOUSE","FLAP","MOUSE","E5230","E",5230
"FLAP_PIG","FLAP","PIG","E5100","E",5100
"FLAP_RABIT","FLAP","RABIT","E5170","E",5170
"FLAP_RAT","FLAP","RAT","E5230","E",5230
"FLAP_SHEEP","FLAP","SHEEP","E5100","E",5100
"FLK2_MOUSE","FLK2","MOUSE","E5230","E",5230
"FLMA_ECOLI","FLMA","ECOLI","P0810","P",810
"FM1_ACTVI","FM1","ACTVI","P1710","P",1710
"FM2_ACTNA","FM2","ACTNA","P1710","P",1710
"FML1_HUMAN","FML1","HUMAN","E5210","E",5210
"FML2_HUMAN","FML2","HUMAN","E5210","E",5210
"FMLR_HUMAN","FMLR","HUMAN","E5210","E",5210
"FMOH_PIG","FMOH","PIG","E5100","E",5100
"FMOH_RABIT","FMOH","RABIT","E5170","E",5170
"FMOL_RABIT","FMOL","RABIT","E5170","E",5170
"FNBA_STAAU","FNBA","STAAU","P1410","P",1410
"FPS1_YEAST","FPS1","YEAST","E8120","E",8120
"FRDC_ECOLI","FRDC","ECOLI","P0810","P",810
"FRDC_PROVU","FRDC","PROVU","P0810","P",810
"FRDC_WOLSU","FRDC","WOLSU","P0910","P",910
"FRDD_ECOLI","FRDD","ECOLI","P0810","P",810
"FRDD_PROVU","FRDD","PROVU","P0810","P",810
"FRIZ_DROME","FRIZ","DROME","E6230","E",6230
"FSH_DROME","FSH","DROME","E6230","E",6230
"FSHR_HUMAN","FSHR","HUMAN","E5210","E",5210
"FSHR_RAT","FSHR","RAT","E5230","E",5230
"FTSL_ECOLI","FTSL","ECOLI","P0810","P",810
"FUR1_XENLA","FUR1","XENLA","E4000","E",4000
"FUR2_DROME","FUR2","DROME","E6230","E",6230
"FUR4_YEAST","FUR4","YEAST","E8120","E",8120
"FURI_HUMAN","FURI","HUMAN","E5210","E",5210
"FURI_MOUSE","FURI","MOUSE","E5230","E",5230
"FURI_RAT","FURI","RAT","E5230","E",5230
"FURL_DROME","FURL","DROME","E6230","E",6230
"FURS_DROME","FURS","DROME","E6230","E",6230
"FUS1_YEAST","FUS1","YEAST","E8120","E",8120
"G24A_DICDI","G24A","DICDI","E1050","E",1050
"G24B_DICDI","G24B","DICDI","E1050","E",1050
"G25L_CANFA","G25L","CANFA","E5110","E",5110
"G2LF_HUMAN","G2LF","HUMAN","E5210","E",5210
"G731_HUMAN","G731","HUMAN","E5210","E",5210
"G732_HUMAN","G732","HUMAN","E5210","E",5210
"GAA1_BOVIN","GAA1","BOVIN","E5100","E",5100
"GAA1_CHICK","GAA1","CHICK","E4480","E",4480
"GAA1_HUMAN","GAA1","HUMAN","E5210","E",5210
