"ID","all","known orientation","ER, known orientation","all/Pam80","all/PAM200","ER/PAM200"
"NAH4_RAT",2.384272,,,6,6,
"NALS_BOVIN",2.65977,,,3,3,
"NALS_HUMAN",2.698301,,,3,3,
"NALS_MOUSE",2.659941,,,3,3,
"NANU_RABIT",2.793104,,,4,8,
"NAPA_ENTHR",1,,,1,2,
"NARK_ECOLI",1,,,1,1,
"NARQ_ECOLI",1,,,1,5,
"NARX_ECOLI",1,,,1,5,
"NCA1_CHICK",3.464959,,,4,260,
"NCA1_XENLA",3.231939,1,1,4,260,37
"NCA2_MOUSE",3.591699,,,4,260,
"NCA2_RAT",3.612548,,,4,260,
"NDVB_RHIME",1,,,1,1,
"NEP_HUMAN",3.715974,,,4,5,
"NEP_PIG",3.512616,,,4,5,
"NEP_RABIT",3.710873,,,4,5,
"NEP_RAT",3.71748,,,4,5,
"NEU_RAT",5.383819,,,8,260,
"NGFR_CHICK",2.424329,1.710196,1.710196,3,15,11
"NGFR_HUMAN",2.643579,,,3,15,
"NGFR_RAT",2.639642,1.710196,1.710196,3,15,11
"NHAA_ECOLI",1,,,1,1,
"NHAB_ECOLI",1,,,1,1,
"NHAC_BACFI",1,,,1,1,
"NIFC_CLOPA",1,,,1,11,
"NIRT_PSEST",1,,,1,1,
"NK11_MOUSE",3.347437,,,4,33,
"NK12_MOUSE",3.209471,,,4,33,
"NK13_MOUSE",3.048999,,,4,33,
"NK14_MOUSE",3.372101,,,4,33,
"NK1R_CAVPO",8.36942,7.137171,7.137171,11,212,179
"NK1R_HUMAN",8.417279,7.106092,7.106092,11,212,179
"NK1R_MOUSE",8.393119,7.159021,7.159021,11,212,179
"NK1R_RAT",8.416849,7.183327,7.183327,11,212,179
"NK2R_BOVIN",8.060238,6.907907,6.907907,11,212,179
"NK2R_HUMAN",8.02378,6.870739,6.870739,11,212,179
"NK2R_MOUSE",8.00259,6.887459,6.887459,11,212,179
"NK2R_RAT",7.992347,6.874513,6.874513,11,212,179
"NK3R_HUMAN",8.44807,,,11,212,
"NK3R_RAT",8.365213,,,11,212,
"NKGA_HUMAN",1.784652,,,2,33,
"NKGC_HUMAN",1.784652,1,1,2,33,8
"NKGD_HUMAN",1,1,1,1,33,8
"NMBR_HUMAN",4.446172,4.446172,4.446172,4,212,179
"NMBR_RAT",4.328338,4.328338,4.328338,4,212,179
"NNTM_BOVIN",3.100067,,,3,3,
"NO26_SOYBN",1,,,1,260,
"NO5_PEA",1,,,1,1,
"NODE_RHILT",3.263761,,,4,4,
"NODE_RHILV",3.506391,,,4,4,
"NODE_RHIME",3.600137,,,4,4,
"NODE_RHIMS",3.572382,,,4,4,
"NODJ_BRAJA",2.294423,,,3,3,
"NODJ_RHILT",2.472685,,,3,3,
"NODJ_RHILV",2.485239,,,3,3,
"NODL_DROME",1,,,1,260,
"NODV_BRAJA",1,,,1,23,
"NORA_STAAU",1,,,1,16,
"NOSY_PSEST",1,,,1,1,
"NOTC_DROME",9.610577,,,28,260,
"NOTC_XENLA",1,,,1,260,
"NPL1_YEAST",1,,,1,1,
"NRAM_IABAN",8.262727,,,9,37,
"NRAM_IABDA",2.173449,,,11,37,
"NRAM_IACAO",7.098537,,,11,37,
"NRAM_IACHI",7.954981,,,11,37,
"NRAM_IACKQ",7.967819,,,9,37,
"NRAM_IACKR",7.927781,,,9,37,
"NRAM_IADA1",2.049822,,,6,37,
"NRAM_IADGE",2.503068,,,6,37,
"NRAM_IAFPW",3.775549,,,6,37,
"NRAM_IAHCO",3.522932,,,6,37,
"NRAM_IAHK1",4.729475,,,11,37,
"NRAM_IAME1",6.318215,,,11,37,
"NRAM_IAME2",7.931725,,,9,37,
"NRAM_IANT6",8.33198,,,9,37,
"NRAM_IAPAR",7.501525,,,11,37,
"NRAM_IAPUE",7.408165,,,11,37,
"NRAM_IARI5",8.221312,,,9,37,
"NRAM_IASH2",5.320788,,,11,37,
"NRAM_IATKP",2.479668,,,11,37,
"NRAM_IATKR",1,,,1,37,
"NRAM_IATOK",8.295574,,,9,37,
"NRAM_IATRA",3.560321,,,6,37,
"NRAM_IAUDO",8.356286,,,9,37,
"NRAM_IAUSS",7.909669,,,11,37,
"NRAM_IAVI7",8.320129,,,9,37,
"NRAM_IAWHM",3.565356,,,6,37,
"NRAM_IAWIL",7.227266,,,11,37,
"NRAM_INBBE",9.732391,,,10,37,
"NRAM_INBHK",9.716623,,,10,37,
"NRAM_INBLE",9.337671,,,10,37,
"NRAM_INBLN",9.736295,,,10,37,
"NRAM_INBMD",9.64015,,,10,37,
"NRAM_INBMF",9.717137,,,10,37,
"NRAM_INBOR",9.752671,,,10,37,
"NRAM_INBSI",9.746898,,,10,37,
"NRAM_INBUS",9.746758,,,10,37,
"NRAM_INBVI",9.722749,,,10,37,
"NRG_DROME",1,1,1,1,260,37
"NRT_DROME",1,,,1,1,
"NSP1_YEAST",1,,,1,1,
"NSR_LACLA",1,,,1,1,
"NTR_RAT",1,,,1,212,
"NTT5_RAT",2.967118,,,5,12,
"NTTA_HUMAN",2.957781,1.970884,1.970884,4,12,5
"NTTA_RAT",2.956245,1.970884,1.970884,4,12,5
"NTTB_CANFA",2.511119,,,4,12,
"NTTC_RAT",2.51117,,,4,12,
"NTTD_BOVIN",3.878175,,,5,12,
"NTTD_HUMAN",3.980257,1.683722,1.683722,5,12,5
"NTTD_RAT",3.960767,,,5,12,
"NTTG_MOUSE",2.459463,,,3,12,
"NTTG_RAT",2.46052,,,3,12,
"NTTN_HUMAN",3.538024,1.683722,1.683722,5,12,5
"NTTP_RAT",1.956431,1,1,3,12,5
"NU1C_MAIZE",1,,,1,1,
"NU1C_MARPO",3.660905,,,5,37,
"NU1C_ORYSA",3.654871,,,5,37,
"NU1C_PLEBO",3.517955,,,5,37,
"NU1C_SYNY3",3.505331,,,5,37,
"NU1C_TOBAC",3.420708,,,5,37,
"NU1M_ARTSX",10.54689,,,27,37,
"NU1M_ASCSU",1.659956,,,2,37,
"NU1M_ASTFO",8.639285,,,27,37,
"NU1M_ASTPE",10.28351,,,27,37,
"NU1M_BALPH",15.11981,,,27,37,
"NU1M_BOVIN",15.31531,,,27,37,
"NU1M_CAEEL",1.659956,,,2,37,
"NU1M_CHICK",14.04349,,,27,37,
"NU1M_CHLRE",2.970584,,,27,37,
"NU1M_CITLA",8.138118,,,27,37,
"NU1M_COTJA",10.4615,,,27,37,
"NU1M_CYPCA",14.10686,,,27,37,
"NU1M_DROME",6.758518,,,27,37,
"NU1M_DROYA",6.784698,,,27,37,
"NU1M_HUMAN",14.0297,,,27,37,
"NU1M_LEITA",1,,,1,37,
"NU1M_LOCMI",5.260906,,,27,37,
"NU1M_MARPO",11.04732,,,27,37,
"NU1M_MOUSE",14.00814,,,27,37,
"NU1M_NEUCR",2.271401,,,27,37,
"NU1M_PARLI",12.28411,,,27,37,
"NU1M_PARTE",1,,,1,37,
"NU1M_PETHY",6.49857,,,27,37,
"NU1M_PHOVI",14.15564,,,27,37,
"NU1M_PISOC",10.61339,,,27,37,
"NU1M_PODAN",3.700571,,,27,37,
"NU1M_RANCA",12.13317,,,27,37,
"NU1M_RAT",12.20038,,,27,37,
"NU1M_STRPU",12.18894,,,27,37,
"NU1M_WHEAT",10.87383,,,27,37,
"NU1M_XENLA",13.53701,,,27,37,
"NUFC_MAIZE",4.004671,,,5,5,
"NUFC_MARPO",3.666696,,,5,5,
"NUFC_ORYSA",3.988835,,,5,5,
"NUFC_SYNY3",3.037256,,,5,5,
"NUFC_TOBAC",3.921249,,,5,5,
"NY1R_HUMAN",1.932065,1.932065,1.932065,2,212,179
"NY1R_RAT",1.932065,1.932065,1.932065,2,212,179
"NY3R_BOVIN",1,1,1,1,212,179
"NYR_DROME",1,1,1,1,212,179
"OAR_DROME",1,1,1,1,212,179
"OEC6_SPIOL",1,,,1,1,
"OGRE_DROME",1,,,1,1,
"OLF0_RAT",5.559782,5.090188,5.090188,8,212,179
"OLF1_RAT",5.616959,5.12465,5.12465,8,212,179
"OLF2_RAT",4.036853,3.38126,3.38126,8,212,179
"OLF3_MOUSE",1,1,1,1,212,179
"OLF3_RAT",4.508928,,,8,212,
"OLF4_RAT",4.965056,4.511693,4.511693,8,212,179
"OLF5_RAT",4.626444,4.149333,4.149333,8,212,179
"OLF6_RAT",1.4741,1.4741,1.4741,2,212,179
"OLF7_RAT",1.4741,1.4741,1.4741,2,212,179
"OLF8_RAT",5.463209,4.995452,4.995452,8,212,179
"OLF9_RAT",5.482106,4.988906,4.988906,8,212,179
"OM32_COMAC",1,,,1,1,
"OM45_YEAST",1,,,1,1,
"OM72_NEUCR",1,,,1,1,
"OMP1_HAEIN",1,,,1,2,
"OMPX_ENTCL",1,,,1,4,
"OPCM_BOVIN",1,,,1,260,
"OPPB_BACSU",2.464171,,,3,4,
"OPPB_SALTY",1.4731,1,,3,4,
"OPPC_BACSU",2.141495,,,2,4,
"OPPC_SALTY",1,,,1,4,
"OPR1_HUMAN",13.71493,10.29486,10.29486,11,212,179
"OPS1_CALVI",4.102668,4.102668,4.102668,5,212,179
"OPS1_DROME",4.158608,4.158608,4.158608,5,212,179
"OPS1_DROPS",4.163424,4.163424,4.163424,5,212,179
"OPS2_DROME",3.969685,3.969685,3.969685,5,212,179
"OPS2_DROPS",3.877054,3.877054,3.877054,5,212,179
"OPS3_DROME",4.117176,4.117176,4.117176,5,212,179
"OPS3_DROPS",4.088356,4.088356,4.088356,5,212,179
"OPS3_DROVI",1,,,1,1,
"OPS4_DROME",4.328277,4.328277,4.328277,5,212,179
"OPS4_DROPS",4.291879,4.291879,4.291879,5,212,179
"OPS4_DROVI",4.34192,4.34192,4.34192,5,212,179
"OPSB_CHICK",6.520174,6.02439,6.02439,12,212,179
"OPSB_HUMAN",4.101641,3.637722,3.637722,12,212,179
"OPSD_BOVIN",8.872296,8.004772,8.004772,12,212,179
"OPSD_CHICK",9.15147,,,12,212,
"OPSD_CRIGR",8.438948,7.580703,7.580703,12,212,179
"OPSD_HUMAN",8.442534,7.574399,7.574399,12,212,179
"OPSD_LAMJA",8.347976,7.530726,7.530726,12,212,179
"OPSD_LOLFO",1.77105,,,2,212,
"OPSD_MOUSE",8.444548,7.578156,7.578156,12,212,179
"OPSD_OCTDO",1.77105,,,2,212,
"OPSD_SHEEP",8.432156,7.566461,7.566461,12,212,179
"OPSD_XENLA",8.472144,7.610788,7.610788,12,212,179
"OPSG_ASTFA",4.967727,4.029082,4.029082,6,212,179
"OPSG_CHICK",8.153973,7.429138,7.429138,12,212,179
"OPSG_HUMAN",5.094873,4.333526,4.333526,6,212,179
"OPSH_ASTFA",5.049595,,,6,212,
"OPSR_ASTFA",4.975251,4.167717,4.167717,6,212,179
"OPSR_CHICK",5.100992,4.311673,4.311673,6,212,179
"OPSR_HUMAN",5.108397,4.355647,4.355647,6,212,179
"OPSV_CHICK",3.685884,3.223549,3.223549,12,212,179
"OS25_PLAFO",2.411257,,,3,3,
"OS25_PLAGA",1.978012,,,3,3,
"OS25_PLARE",2.409094,,,3,3,
"OTE_DROME",1,,,1,1,
"OUTH_ERWCH",1,,,1,1,
"OUTK_ERWCH",1.460388,,,2,3,
"OX2G_RAT",1,,,1,1,
"OX40_RAT",1,1,1,1,15,11
"OXYR_HUMAN",2.044243,2.044243,2.044243,2,212,179
"P1P_LACLC",2.965088,,,3,4,
"P2P_LACLA",2.964598,,,3,4,
"P3P_LACLC",2.949884,,,3,4,
"P69_MYCHR",1,,,1,1,
"P8A7_DICDI",1,,,1,1,
"PAC_STRMU",4.185324,,,3,260,
"PAF1_HUMAN",1.875143,,,2,2,
"PAF1_RAT",1.875143,,,2,2,
"PAFR_CAVPO",1.82451,1.82451,1.82451,2,212,179
"PAFR_HUMAN",1.82451,1.82451,1.82451,2,212,179
"PAGC_SALTY",1,,,1,4,
"PANF_ECOLI",1,,,1,8,
"PAS3_YEAST",1,,,1,1,
"PATC_DROME",1,,,1,1,
"PBPX_STRPN",1,,,1,1,
"PC1_HUMAN",1.798414,,,2,3,
"PC1_MOUSE",1.798414,,,2,3,
"PC4_RAT",1,,,1,1,
"PCX_DROME",1,,,1,1,
"PEC1_HUMAN",1,1,1,1,1,1
"PER3_MOUSE",1,,,1,2,
"PERF_HUMAN",1.665017,,,2,2,
"PERF_MOUSE",1.665017,,,2,2,
"PERT_HUMAN",2.48195,,,3,3,
"PERT_PIG",2.442289,,,3,3,
"PERT_RAT",2.464629,,,3,3,
"PETD_CHLEU",19.00933,,,110,123,
"PETD_CHLPR",16.34751,,,110,123,
"PETD_CHLRE",16.63394,,,110,123,
"PETD_HORVU",14.04799,,,110,123,
"PETD_MAIZE",13.79037,,,110,123,
"PETD_MARPO",17.53614,,,110,123,
"PETD_NOSSP",15.33111,,,110,123,
"PETD_OOCSP",14.68221,,,110,123,
"PETD_ORYSA",13.81205,,,110,123,
"PETD_PEA",13.81723,,,110,123,
"PETD_PROHO",12.00514,,,110,123,
"PETD_SPIOL",15.73851,,,110,123,
"PETD_SYNP2",11.36641,,,110,123,
"PETD_SYNY3",11.80675,,,110,123,
"PETD_TOBAC",13.89761,,,110,123,
"PETD_WHEAT",13.83166,,,110,123,
"PGDR_HUMAN",13.22125,,,30,260,
"PGDR_MOUSE",12.65705,,,30,260,
"PGDS_HUMAN",13.58667,,,30,260,
"PGDS_MOUSE",15.16001,,,30,260,
"PGDS_RAT",15.07451,,,30,260,
"PGDS_XENLA",15.75623,,,30,260,
"PGG2_RAT",1,,,1,1,
"PGHS_CHICK",2.920105,,,4,4,
"PGHS_HUMAN",3.431961,,,4,4,
"PGHS_MOUSE",3.398616,,,4,4,
"PGHS_SHEEP",3.402243,,,4,4,
"PGPB_ECOLI",1,,,1,1,
"PGTA_SALTY",1,,,1,1,
"PGTP_SALTY",1,,,1,6,
"PH84_YEAST",1,,,1,2,
"PHEP_ECOLI",2.239304,1,,2,11,
"PHNE_ECOLI",1,,,1,1,
"PHNM_ECOLI",1,,,1,1,
"PHO4_NEUCR",1,,,1,1,
"PHOQ_ECOLI",1.849236,,,2,23,
"PHOQ_SALTY",1.849236,,,2,23,
"PHOR_BACSU",1,,,1,23,
"PHOR_ECOLI",1,,,1,23,
"PHOR_PSEAE",1,,,1,1,
"PIC2_AGRTU",1,,,1,1,
"PIGR_HUMAN",2.158787,,,3,3,
"PIGR_RABIT",2.007779,1.479322,1.479322,3,3,2
"PIGR_RAT",2.109652,1.479322,1.479322,3,3,2
"PILC_PSEAE",1,,,1,1,
"PK66_PLAKN",4.914129,,,4,4,
"PKBS_BOVIN",2.449812,,,3,3,
"PKBS_HUMAN",2.47701,,,3,3,
"PKBS_RAT",2.520491,,,3,3,
"PLR_RAT",4.381417,,,5,10,
"PLR1_MOUSE",4.42478,2.71854,2.71854,5,10,8
"PLR2_HUMAN",3.93042,2.445305,2.445305,5,10,8
"PLR2_MOUSE",4.42478,2.71854,2.71854,5,10,8
"PLR2_RABIT",4.073854,,,5,10,
"PM1_HUMAN",1,,,1,1,
"PM22_HUMAN",2.717537,,,3,3,
"PM22_MOUSE",2.824023,,,3,3,
"PM22_RAT",2.83041,,,3,3,
"PMP4_CANBO",1,,,1,1,
"PMP7_HUMAN",1.952712,,,2,35,
"PMP7_RAT",1.952712,,,2,35,
"PND1_ECOLI",1.902929,,,2,2,
"PND2_ECOLI",1.902929,,,2,2,
"PNTA_ECOLI",2.048028,,,3,3,
"PNTB_ECOLI",2.052039,,,3,3,
"PNUC_SALTY",1,,,1,1,
"POL1_GCMV",1.615432,,,2,4,
"POL1_GFLV",1,,,1,4,
"POL1_TBRVS",1.615432,,,2,4,
"POLG_DEN18",15.44823,,,28,36,
"POLG_DEN19",19.11334,,,28,36,
"POLG_DEN1A",15.42223,,,28,36,
"POLG_DEN1C",15.36578,,,28,36,
"POLG_DEN1T",18.41841,,,28,36,
"POLG_DEN1W",15.37099,,,28,36,
"POLG_DEN21",17.13804,,,28,36,
"POLG_DEN22",17.11393,,,28,36,
"POLG_DEN23",16.23463,,,28,36,
"POLG_DEN26",19.54881,,,28,36,
"POLG_DEN27",19.4833,,,28,36,
"POLG_DEN2D",16.58877,,,28,36,
"POLG_DEN2H",16.78042,,,28,36,
"POLG_DEN2J",19.54351,,,28,36,
"POLG_DEN2N",19.97406,,,28,36,
"POLG_DEN2P",19.49579,,,28,36,
"POLG_DEN2T",20.8309,,,28,36,
"POLG_DEN2U",17.0155,,,28,36,
"POLG_DEN3",16.90096,,,28,36,
"POLG_DEN4",15.40462,,,28,36,
"POLG_HCV1",13.62322,,,16,18,
"POLG_HCVA",1.931223,,,2,18,
"POLG_HCVB",1.931223,,,2,18,
"POLG_HCVBK",13.20843,,,16,18,
"POLG_HCVE0",11.91743,,,16,18,
"POLG_HCVE1",12.58836,,,16,18,
"POLG_HCVH",13.53524,,,16,18,
"POLG_HCVH7",12.85806,,,16,18,
"POLG_HCVH8",12.97924,,,16,18,
"POLG_HCVJ2",12.91498,,,16,18,
"POLG_HCVJ5",11.86864,,,16,18,
"POLG_HCVJ6",11.90072,,,16,18,
"POLG_HCVJ7",11.58506,,,16,18,
"POLG_HCVJ8",11.5839,,,16,18,
"POLG_HCVJA",13.2187,,,16,18,
"POLG_HCVJT",13.24256,,,16,18,
"POLG_HCVTH",13.12051,,,16,18,
"POLG_HCVTW",13.15744,,,16,18,
"POLG_JAEV1",11.21364,,,28,36,
"POLG_JAEV5",11.22998,,,28,36,
"POLG_JAEVJ",11.71032,,,28,36,
"POLG_JAEVN",8.638266,,,28,36,
"POLG_KUNJM",11.16319,,,28,36,
"POLG_LANVT",4.444218,,,5,36,
"POLG_LANVY",4.44791,,,5,36,
"POLG_LIV",4.429223,,,5,36,
"POLG_MVEV",7.674507,,,28,36,
"POLG_STEVM",8.111929,,,28,36,
"POLG_TBEVS",4.485993,,,5,36,
"POLG_TBEVW",4.513353,,,5,36,
"POLG_WNV",11.17842,,,28,36,
"POLG_YEFV1",2.950449,,,3,36,
"POLG_YEFV2",2.950449,,,3,36,
"POLG_YEFV8",2.90351,,,3,36,
"POLS_EEEV",3.558526,,,13,13,
"POLS_EEEV3",4.927559,,,13,13,
"POLS_EEVV8",3.531561,,,13,13,
"POLS_EEVVT",3.534875,,,13,13,
"POLS_ONNVG",3.293717,,,13,13,
"POLS_RRV2",4.152491,,,13,13,
"POLS_RRVN",5.200129,,,13,13,
"POLS_RRVT",4.750829,,,13,13,
"POLS_RUBV",4.807846,,,5,5,
"POLS_RUBVH",4.897207,,,5,5,
"POLS_RUBVM",4.863804,,,5,5,
"POLS_RUBVR",4.855032,,,5,5,
"POLS_RUBVT",4.849893,,,5,5,
"POLS_SFV",3.76737,,,13,13,
"POLS_SINDO",4.987008,,,13,13,
"POLS_SINDV",4.102325,,,13,13,
"POLS_SINDW",3.638005,,,13,13,
"POLS_WEEV",5.019606,,,13,13,
"PORA_HUMAN",1.996889,,,2,2,
"PORB_HUMAN",1.996889,,,2,2,
"POTB_ECOLI",1,1,,1,11,
"POTC_ECOLI",1,1,,1,11,
"POTE_ECOLI",1,,,1,4,
"PP41_HSV6G",1,,,1,1,
"PPA1_YEAST",1,,,1,7,
"PPB_YEAST",1,,,1,14,
"PPB1_HUMAN",10.07452,,,13,14,
"PPB2_HUMAN",9.993523,,,13,14,
"PPB3_HUMAN",10.03425,,,13,14,
"PPBE_MOUSE",9.200967,,,13,14,
"PPBI_BOVIN",7.034667,,,13,14,
"PPBI_HUMAN",9.926684,,,13,14,
"PPBI_MOUSE",9.473804,,,13,14,
"PPBI_RAT",9.488831,,,13,14,
"PPBN_HUMAN",10.04862,,,13,14,
"PPBT_BOVIN",8.318549,,,13,14,
"PPBT_HUMAN",8.226221,,,13,14,
"PPBT_MOUSE",8.400467,,,13,14,
"PPBT_RAT",8.398958,,,13,14,
"PRO1_LEIEN",1,,,1,32,
"PROW_ECOLI",1.605858,,,2,2,
"PROW_SALTY",1.605858,,,2,2,
"PRTD_ERWCH",1,,,1,35,
"PSAA_CHLRE",10.27977,,,23,23,
"PSAA_EUGGR",9.650677,,,23,23,
"PSAA_MAIZE",10.57139,,,23,23,
"PSAA_MARPO",11.09424,,,23,23,
"PSAA_ORYSA",10.53958,,,23,23,
"PSAA_PEA",10.53377,,,23,23,
"PSAA_SPIOL",10.67909,,,23,23,
"PSAA_SYNEN",11.18395,,,23,23,
"PSAA_SYNP2",10.29022,,,23,23,
"PSAA_SYNVU",11.18995,,,23,23,
"PSAA_SYNY3",11.38872,,,23,23,
"PSAA_TOBAC",10.65665,,,23,23,
"PSAB_CHLRE",9.581767,,,23,23,
"PSAB_EUGGR",8.998886,,,23,23,
"PSAB_MAIZE",9.774372,,,23,23,
"PSAB_MARPO",9.694166,,,23,23,
"PSAB_ORYSA",9.812673,,,23,23,
"PSAB_PEA",9.548312,,,23,23,
"PSAB_SPIOL",9.813277,,,23,23,
"PSAB_SYNEN",9.152251,,,23,23,
"PSAB_SYNP2",10.59128,,,23,23,
"PSAB_SYNY3",11.4252,,,23,23,
"PSAB_TOBAC",9.830414,,,23,23,
"PSAH_HORVU",2.572355,,,3,3,
"PSAH_ORYSA",2.553111,,,3,3,
"PSAH_SPIOL",2.397727,,,3,3,
"PSAI_AEGCR",5.742288,,,7,7,
"PSAI_ANAVA",1,,,1,1,
"PSAI_ANGLY",4.517255,,,7,7,
"PSAI_HORVU",5.628793,,,7,7,
"PSAI_MARPO",5.191931,,,7,7,
"PSAI_ORYSA",5.898705,,,7,7,
"PSAI_PEA",4.731279,,,7,7,
"PSAI_SPIOL",1,,,1,1,
"PSAI_SYNEN",1,,,1,1,
"PSAI_TOBAC",5.788982,,,7,7,
"PSAJ_ANAVA",1.713846,,,8,8,
"PSAJ_EUGGR",3.677292,,,8,8,
"PSAJ_MAIZE",4.43193,,,8,8,
"PSAJ_MARPO",5.365182,,,8,8,
"PSAJ_ORYSA",4.278993,,,8,8,
"PSAJ_PEA",1,,,1,1,
"PSAJ_SPIOL",1,,,1,1,
"PSAJ_SYNEN",3.640889,,,8,8,
"PSAJ_SYNVU",5.918818,,,8,8,
"PSAJ_TOBAC",5.045474,,,8,8,
"PSAK_ANAVA",1,,,1,1,
"PSAK_CHLRE",1,,,1,1,
"PSAK_PEA",1.862569,,,2,2,
"PSAK_SPIOL",1.862569,,,2,2,
"PSAK_SYNEN",1.930755,,,2,2,
"PSAK_SYNVU",1.930755,,,2,2,
"PSAL_HORVU",1,,,1,1,
"PSB1_SYNP7",27.82953,,,32,56,
"PSB1_SYNY3",26.25866,,,32,56,
"PSB2_SYNP7",28.31985,,,32,56,
"PSB2_SYNY3",27.7073,,,32,56,
"PSBA_AMAHY",29.90062,,,32,56,
"PSBA_ANAAZ",28.10562,,,32,56,
"PSBA_ANTSP",27.71959,,,32,56,
"PSBA_BRANA",29.82585,,,32,56,
"PSBA_CHLMO",28.97462,,,32,56,
"PSBA_CHLRE",29.12145,,,32,56,
"PSBA_CYACA",27.81723,,,32,56,
"PSBA_CYAPA",28.11249,,,32,56,
"PSBA_ECTSI",27.57933,,,32,56,
"PSBA_EUGGR",27.92787,,,32,56,
"PSBA_FREDI",27.94491,,,32,56,
"PSBA_HORVU",29.92768,,,32,56,
"PSBA_MARPO",29.59444,,,32,56,
"PSBA_MEDSA",29.70822,,,32,56,
"PSBA_ORYSA",29.89894,,,32,56,
"PSBA_PEA",29.77577,,,32,56,
"PSBA_PETHY",29.88269,,,32,56,
"PSBA_PINCO",29.66857,,,32,56,
"PSBA_PROHO",27.93257,,,32,56,
"PSBA_SECCE",29.98177,,,32,56,
"PSBA_SINAL",29.95379,,,32,56,
"PSBA_SOYBN",29.88448,,,32,56,
"PSBA_SPIOG",29.79406,,,32,56,
"PSBA_SPIOL",29.98542,,,32,56,
"PSBA_SYNY4",27.53508,,,32,56,
"PSBA_TOBAC",29.85323,,,32,56,
"PSBA_VICFA",29.26133,,,32,56,
"PSBA_WHEAT",28.28716,,,32,56,
"PSBB_ANASP",1.862395,,,2,15,
"PSBB_SYNY3",1.862395,,,2,15,
"PSBC_CHLRE",11.09762,,,13,15,
"PSBC_CYACA",10.83347,,,13,15,
"PSBC_EUGGR",11.08144,,,13,15,
"PSBC_HORVU",11.69241,,,13,15,
"PSBC_MARPO",11.67292,,,13,15,
"PSBC_ORYSA",11.75602,,,13,15,
"PSBC_PEA",11.94134,,,13,15,
"PSBC_SECCE",11.7167,,,13,15,
"PSBC_SPIOL",11.73153,,,13,15,
"PSBC_SYNP7",10.91282,,,13,15,
"PSBC_SYNY3",10.74378,,,13,15,
"PSBC_TOBAC",11.80929,,,13,15,
"PSBD_CHLRE",11.02443,,,12,56,
"PSBD_CYACA",10.66055,,,12,56,
"PSBD_HORVU",11.12907,,,12,56,
"PSBD_MARPO",11.16573,,,12,56,
"PSBD_ORYSA",11.22944,,,12,56,
"PSBD_PEA",11.20868,,,12,56,
"PSBD_SECCE",11.23496,,,12,56,
"PSBD_SPIOL",11.24213,,,12,56,
"PSBD_SYNP2",10.57558,,,12,56,
"PSBD_SYNP7",10.56552,,,12,56,
"PSBD_SYNY3",10.53352,,,12,56,
"PSBD_TOBAC",11.25384,,,12,56,
"PSBE_CYAPA",7.477125,,,10,10,
"PSBE_EUGGR",7.529264,,,10,10,
"PSBE_MARPO",8.402687,,,10,10,
"PSBE_OENBE",8.56045,,,10,10,
"PSBE_PEA",8.570371,,,10,10,
"PSBE_SPIOL",8.697695,,,10,10,
"PSBE_SYNVU",8.277023,,,10,10,
"PSBE_SYNY3",7.49798,,,10,10,
"PSBE_TOBAC",8.700733,,,10,10,
"PSBE_WHEAT",8.667045,,,10,10,
"PSBF_CYAPA",6.068927,,,8,8,
"PSBF_EUGGR",6.759286,,,8,8,
"PSBF_MARPO",7.08697,,,8,8,
"PSBF_ORYSA",7.193311,,,8,8,
"PSBF_PEA",7.063518,,,8,8,
"PSBF_SPIOL",6.99929,,,8,8,
"PSBF_SYNVU",1,,,1,1,
"PSBF_SYNY3",6.52059,,,8,8,
"PSBF_TOBAC",7.139167,,,8,8,
"PSBH_CHLRE",1,,,1,1,
"PSBH_HORVU",7.567668,,,9,9,
"PSBH_MAIZE",7.644498,,,9,9,
"PSBH_MARPO",6.371557,,,9,9,
"PSBH_OENHO",7.375976,,,9,9,
"PSBH_ORYSA",7.4902,,,9,9,
"PSBH_SPIOL",7.306425,,,9,9,
"PSBH_SYNY3",6.447458,,,9,9,
"PSBH_TOBAC",7.527905,,,9,9,
"PSBH_WHEAT",7.646161,,,9,9,
"PSBI_CYAPA",1,,,1,1,
"PSBI_EUGGR",4.391626,,,8,8,
"PSBI_HORVU",5.95633,,,8,8,
"PSBI_MARPO",5.978281,,,8,8,
"PSBI_ORYSA",5.979788,,,8,8,
"PSBI_PSEMZ",5.816519,,,8,8,
"PSBI_SYNP6",4.855822,,,8,8,
"PSBI_SYNVU",1.755099,,,8,8,
"PSBI_TOBAC",5.954324,,,8,8,
"PSBM_MARPO",1.860318,,,2,2,
"PSBM_ORYSA",1.860318,,,2,2,
"PSBM_SYNVU",1,,,1,1,
"PSBN_MARPO",3.170176,,,4,4,
"PSBN_ORYSA",2.76066,,,4,4,
"PSBN_SYNVU",1,,,1,1,
"PSBN_SYNY3",1.525808,,,4,4,
"PSBN_TOBAC",2.788174,,,4,4,
"PSPB_ECOLI",1,,,1,1,
"PSTA_ECOLI",1,1,,1,1,
"PSTC_ECOLI",1,1,,1,1,
"PT2A_ECOLI",2.163736,,,2,2,
"PT2B_ECOLI",1.536969,,,2,15,
"PT2B_ERWCH",1.536969,,,2,15,
"PT2C_ECOLI",1,,,1,4,
"PT2D_ECOLI",1,,,1,15,
"PT2F_ECOLI",2.112079,,,3,3,
"PT2F_RHOCA",2.08375,,,3,3,
"PT2F_XANCP",1.985817,,,3,3,
