"ID","all","known orientation","ER, known orientation","all/Pam80","all/PAM200","ER/PAM200"
"B1AR_HUMAN",6.774846,6.774846,6.774846,10,212,179
"B1AR_MELGA",6.469626,6.469626,6.469626,10,212,179
"B1AR_RAT",6.826029,6.826029,6.826029,10,212,179
"B29_MOUSE",1,1,1,1,1,1
"B2AR_HUMAN",6.941629,6.941629,6.941629,10,212,179
"B2AR_MESAU",7.073067,7.073067,7.073067,10,212,179
"B2AR_MOUSE",7.089797,7.089797,7.089797,10,212,179
"B2AR_RAT",7.098071,7.098071,7.098071,10,212,179
"B3A3_MOUSE",6.000882,,,9,9,
"B3A3_RAT",6.035779,,,9,9,
"B3AR_HUMAN",6.272565,6.272565,6.272565,10,212,179
"B3AR_MOUSE",6.459405,6.459405,6.459405,10,212,179
"B3AR_RAT",6.439432,6.439432,6.439432,10,212,179
"B3AT_CHICK",5.513848,,,9,9,
"B3AT_HUMAN",6.325881,,,9,9,
"B3AT_MOUSE",6.252183,,,9,9,
"B3AT_RAT",6.24647,,,9,9,
"B3LP_HUMAN",6.429027,,,9,9,
"B3LP_MOUSE",6.524399,,,9,9,
"B3LP_RAT",6.513355,,,9,9,
"BAC1_HALS1",2.409009,1.848212,,3,6,
"BAC2_HALS2",2.381792,1.848212,,3,6,
"BACH_HALSP",1.591419,1.591419,,2,6,
"BACH_NATPH",1.591419,1.591419,,2,6,
"BACR_HALHA",2.094377,,,3,6,
"BACS_HALHA",1,1,,1,6,
"BAG_STRAG",1,1,,1,1,
"BAN7_HUMAN",1,1,,1,1,
"BARA_ECOLI",1,,,1,23,
"BASI_MOUSE",2.776386,2.776386,2.776386,3,3,3
"BASI_RAT",2.805553,2.805553,2.805553,3,3,3
"BCSA_ACEXY",1.71041,,,2,2,
"BCSB_ACEXY",1.71041,,,2,2,
"BETT_ECOLI",1,,,1,1,
"BEX1_HAEIN",2.936814,,,3,5,
"BEX2_HAEIN",2.892355,,,3,5,
"BEX3_HAEIN",2.940522,,,3,5,
"BGAT_HUMAN",1,,,1,3,
"BGP1_HUMAN",2.040367,1,1,2,260,37
"BIB_DROME",6.218369,,,28,260,
"BIME_EMENI",1,,,1,1,
"BIND_ARBPU",1,,,1,1,
"BIOY_BACSH",1,,,1,1,
"BLAR_BACLI",1,1,,1,2,
"BLAR_STAAU",1,,,1,2,
"BOS1_YEAST",1,,,1,1,
"BOSS_DROME",1,1,1,1,1,1
"BPI_BOVIN",1.624403,,,2,4,
"BPI_HUMAN",1.624403,,,2,4,
"BRAB_PSEAE",2.002085,,,3,3,
"BRAD_PSEAE",3.633269,,,3,6,
"BRAE_PSEAE",3.710696,,,3,6,
"BRAZ_PSEAE",2.180522,,,3,3,
"BRB2_HUMAN",1.816839,1.816839,1.816839,2,212,179
"BRB2_RAT",1.816839,1.816839,1.816839,2,212,179
"BRNQ_SALTY",2.160583,,,3,3,
"BROW_DROME",1,,,1,35,
"BT1_MAIZE",1,,,1,30,
"BUTY_BOVIN",1,1,1,1,1,1
"BVGC_BORPE",1,,,1,23,
"BXA_CLOBO",1,,,1,4,
"BXC1_CLOBO",1.542393,,,2,4,
"BXD_CLOBO",1.542393,,,2,4,
"C114_MOUSE",1,1,1,1,260,37
"C550_BACSU",1,,,1,1,
"C552_BACAZ",1,,,1,1,
"C555_BACAZ",1,,,1,1,
"C561_BOVIN",1,,,1,1,
"C5AR_HUMAN",1,1,1,1,212,179
"CAB4_ARATH",5.709719,,,67,69,
"CADA_BACFI",1.826833,,,2,66,
"CADA_STAAU",1.826833,,,2,66,
"CADB_ECOLI",1,,,1,4,
"CADC_ECOLI",1,,,1,2,
"CADE_CHICK",4.469646,,,12,12,
"CADE_HUMAN",7.05941,,,12,12,
"CADE_MOUSE",5.542923,,,12,12,
"CADN_BOVIN",5.823193,2.780303,2.780303,12,12,6
"CADN_CHICK",6.491291,,,12,12,
"CADN_HUMAN",6.681427,3.212769,3.212769,12,12,6
"CADN_MOUSE",6.682314,,,12,12,
"CADN_XENLA",5.356254,2.604381,2.604381,12,12,6
"CADP_BOVIN",4.738099,3.171488,3.171488,12,12,6
"CADP_HUMAN",4.517121,2.710659,2.710659,12,12,6
"CADP_MOUSE",4.448301,2.674455,2.674455,12,12,6
"CADR_CHICK",4.914102,,,12,12,
"CAGS_HUMAN",1.818236,,,2,2,
"CAGS_RAT",1.818236,,,2,2,
"CAHH_VACCC",1.977444,,,2,2,
"CAHH_VACCV",1.977444,,,2,2,
"CALR_PIG",1,,,1,6,
"CALX_ARATH",1.461037,,,3,4,
"CALX_CANFA",2.40517,,,3,4,
"CALX_HUMAN",1.944133,,,3,4,
"CALX_YEAST",1,,,1,4,
"CAML_MOUSE",1,1,1,1,260,37
"CAN1_YEAST",1,,,1,11,
"CANR_HUMAN",1.97147,1.97147,1.97147,2,212,179
"CANR_RAT",1.97147,1.97147,1.97147,2,212,179
"CAPA_BACAN",1,,,1,1,
"CAPB_BACAN",1,,,1,1,
"CAR1_DICDI",1,,,1,1,
"CB11_LYCES",5.641556,,,67,69,
"CB12_LYCES",5.767332,,,67,69,
"CB12_PETHY",5.289646,,,67,69,
"CB2_CHLMO",45.91823,,,67,69,
"CB2_CHLRE",45.59576,,,67,69,
"CB2_DUNSA",44.12565,,,67,69,
"CB2_DUNTE",42.7357,,,67,69,
"CB2_GOSHI",52.30039,,,67,69,
"CB2_MALDO",47.54151,,,67,69,
"CB2_PHYPA",51.0526,,,67,69,
"CB21_ARATH",52.57609,,,67,69,
"CB21_CUCSA",54.25998,,,67,69,
"CB21_EUGGR",41.92844,,,67,69,
"CB21_LEMGI",52.03062,,,67,69,
"CB21_MAIZE",53.46323,,,67,69,
"CB21_ORYSA",52.68291,,,67,69,
"CB21_PEA",54.27102,,,67,69,
"CB21_PETSP",52.85624,,,67,69,
"CB21_PINTH",50.63793,,,67,69,
"CB21_RAPSA",54.89692,,,67,69,
"CB21_SILPR",51.30068,,,67,69,
"CB21_SINAL",53.07371,,,67,69,
"CB21_SOYBN",53.62581,,,67,69,
"CB21_SPIOL",53.75076,,,67,69,
"CB21_TOBAC",54.70087,,,67,69,
"CB21_WHEAT",50.92894,,,67,69,
"CB22_ARATH",52.65126,,,67,69,
"CB22_CUCSA",55.62296,,,67,69,
"CB22_HORVU",53.36013,,,67,69,
"CB22_MAIZE",52.44019,,,67,69,
"CB22_ORYSA",52.99066,,,67,69,
"CB22_PEA",53.16744,,,67,69,
"CB22_PETSP",52.76,,,67,69,
"CB22_PINSY",55.09336,,,67,69,
"CB22_SOYBN",51.74809,,,67,69,
"CB22_TOBAC",54.37019,,,67,69,
"CB23_HORVU",46.89428,,,67,69,
"CB23_LYCES",46.64858,,,67,69,
"CB23_NICPL",53.90471,,,67,69,
"CB23_ORYSA",50.80882,,,67,69,
"CB23_PEA",50.87981,,,67,69,
"CB23_PETSP",53.43054,,,67,69,
"CB23_POLMU",52.22281,,,67,69,
"CB23_SOYBN",53.24083,,,67,69,
"CB23_TOBAC",51.42767,,,67,69,
"CB24_LYCES",51.63737,,,67,69,
"CB24_PETSP",54.00552,,,67,69,
"CB24_TOBAC",54.97902,,,67,69,
"CB25_LYCES",51.93985,,,67,69,
"CB25_NICPL",53.99276,,,67,69,
"CB25_PETSP",54.45344,,,67,69,
"CB25_TOBAC",54.31054,,,67,69,
"CB26_PETSP",51.31588,,,67,69,
"CB27_TOBAC",53.96841,,,67,69,
"CB28_LYCES",5.693511,,,67,69,
"CB28_PEA",52.67865,,,67,69,
"CB29_MAIZE",52.69505,,,67,69,
"CB2A_LYCES",54.28041,,,67,69,
"CB2A_PINSY",53.39472,,,67,69,
"CB2A_PYRPY",52.77468,,,67,69,
"CB2B_LYCES",54.20827,,,67,69,
"CB2C_LYCES",54.57465,,,67,69,
"CB2D_LYCES",58.13663,,,67,69,
"CB2E_LYCES",54.58681,,,67,69,
"CB2F_LYCES",55.08735,,,67,69,
"CB2G_LYCES",54.63478,,,67,69,
"CB4A_LYCES",1.898854,,,2,69,
"CB4B_LYCES",1.898854,,,2,69,
"CBEP_COXBU",1,,,1,1,
"CBP3_YEAST",1,,,1,1,
"CBR_DUNBA",1,,,1,5,
"CC25_YEAST",1,,,1,1,
"CD19_CAVPO",2.362094,,,3,3,
"CD19_HUMAN",2.337169,1,1,3,3,1
"CD19_MOUSE",2.298575,,,3,3,
"CD1A_HUMAN",3.197186,2.058976,2.058976,5,235,191
"CD1B_HUMAN",3.252388,,,5,235,
"CD1C_HUMAN",3.087212,,,5,235,
"CD1D_HUMAN",3.010681,2.031421,2.031421,5,235,191
"CD1E_HUMAN",3.199271,2.114743,2.114743,5,235,191
"CD2_HUMAN",2.019512,2.019512,2.019512,3,3,3
"CD2_MOUSE",2.267982,2.267982,2.267982,3,3,3
"CD2_RAT",2.308894,2.308894,2.308894,3,3,3
"CD20_HUMAN",2.74518,,,3,3,
"CD20_MOUSE",2.499991,,,3,3,
"CD22_HUMAN",1,,,1,260,
"CD27_HUMAN",1,1,1,1,15,11
"CD28_HUMAN",1,,,1,3,
"CD2R_HUMAN",2.741788,,,3,3,
"CD30_HUMAN",1,,,1,15,
"CD33_HUMAN",1,,,1,260,
"CD34_HUMAN",1,1,1,1,1,1
"CD36_HUMAN",1,,,1,2,
"CD37_HUMAN",1,1,1,1,12,11
"CD38_HUMAN",1,1,1,1,1,1
"CD3D_HUMAN",3.891303,3.891303,3.891303,7,7,7
"CD3D_MOUSE",3.981177,3.981177,3.981177,7,7,7
"CD3D_RAT",4.120355,4.120355,4.120355,7,7,7
"CD3D_SHEEP",4.424028,4.424028,4.424028,7,7,7
"CD3E_CANFA",2.754528,2.236691,,4,4,
"CD3E_HUMAN",2.533936,,,4,4,
"CD3E_MOUSE",2.749605,2.257098,,4,4,
"CD3E_SHEEP",2.694016,2.170423,,4,4,
"CD3G_HUMAN",2.946912,2.946912,2.946912,7,7,7
"CD3G_MOUSE",4.284,4.284,4.284,7,7,7
"CD3G_SHEEP",4.4587,4.4587,4.4587,7,7,7
"CD3H_MOUSE",3.442284,,,4,7,
"CD3Z_HUMAN",3.37795,1.799619,,4,7,
"CD3Z_MOUSE",3.490558,,,4,7,
"CD3Z_SHEEP",3.169348,1.799619,,4,7,
"CD4_HUMAN",3.989155,3.442438,3.442438,5,5,4
"CD4_MACMU",3.885254,3.360818,3.360818,5,5,4
"CD4_MOUSE",3.358251,,,5,5,
"CD4_PANTR",3.971425,3.429249,3.429249,5,5,4
"CD4_RAT",3.340808,2.595885,2.595885,5,5,4
"CD40_HUMAN",1.601308,1.601308,1.601308,2,15,11
"CD40_MOUSE",1.601308,1.601308,1.601308,2,15,11
"CD44_CRISP",5.105659,4.321795,4.321795,6,6,5
"CD44_MOUSE",5.108819,4.354176,4.354176,6,6,5
"CD44_PAPHA",5.166868,4.245976,4.245976,6,6,5
"CD44_RAT",5.081774,4.33745,4.33745,6,6,5
"CD45_HUMAN",2.382415,,,3,260,
"CD45_MOUSE",2.505906,,,3,260,
"CD45_RAT",2.46278,,,3,260,
"CD4H_HUMAN",5.187475,,,6,6,
"CD4L_HUMAN",1.775246,1.775246,1.775246,2,2,2
"CD4L_MOUSE",1.775246,1.775246,1.775246,2,2,2
"CD4X_HUMAN",5.316469,4.332718,4.332718,6,6,5
"CD5_BOVIN",2.182722,1,1,3,3,1
"CD5_HUMAN",2.247175,,,3,3,
"CD5_MOUSE",2.170376,,,3,3,
"CD53_HUMAN",1.800021,1.800021,1.800021,2,12,11
"CD53_RAT",1.800021,1.800021,1.800021,2,12,11
"CD63_HUMAN",2.557207,2.557207,2.557207,2,12,11
"CD7_HUMAN",1,,,1,1,
"CD72_HUMAN",1.532402,1.532402,1.532402,2,2,2
"CD72_MOUSE",1.532402,1.532402,1.532402,2,2,2
"CD81_HUMAN",3.987886,3.471401,3.471401,5,5,4
"CD82_HUMAN",3.976935,3.465717,3.465717,5,5,4
"CD8A_HUMAN",2.964505,,,4,4,
"CD8A_MOUSE",2.716852,,,4,4,
"CD8A_PONPY",3.006787,,,4,4,
"CD8A_RAT",2.664237,,,4,4,
"CD8B_MOUSE",3.273109,2.519603,2.519603,5,5,4
"CD8B_PONPY",3.947734,3.439233,3.439233,5,5,4
"CD8B_RAT",3.289711,,,5,5,
"CD9_CERAE",1.986623,1.986623,1.986623,2,12,11
"CD9_HUMAN",1.986623,1.986623,1.986623,2,12,11
"CEA_CITFR",2.230672,,,3,7,
"CEA1_ECOLI",1.85103,,,2,7,
"CEA1_SHISO",1.85103,,,2,7,
"CEAB_ECOLI",2.13317,,,3,7,
"CEAN_ECOLI",2.150175,,,3,7,
"CEIA_ECOLI",1.815773,,,2,7,
"CEIB_ECOLI",1.815773,,,2,7,
"CEK2_CHICK",27.55248,,,30,260,
"CEK3_CHICK",32.14581,,,30,260,
"CELF_HSV11",2.824197,,,3,5,
"CELF_HSV1K",2.817702,,,3,5,
"CELF_HSV2H",2.678545,,,3,5,
"CELF_HSVEB",1,,,1,5,
"CELF_VZVD",1,,,1,5,
"CFTR_HUMAN",3.295001,,,4,35,
"CFTR_MOUSE",3.171311,,,4,35,
"CFTR_SQUAC",3.088246,,,4,35,
"CFTR_XENLA",3.20658,,,4,35,
"CGCC_BOVIN",3.535221,,,4,4,
"CGCC_HUMAN",3.546405,,,4,4,
"CHM1_BOVIN",1,,,1,1,
"CHS1_AJECA",22.60317,,,34,36,
"CHS1_AJEDE",22.46404,,,34,36,
"CHS1_ASPNG",22.50179,,,34,36,
"CHS1_CANAL",15.55593,,,34,36,
"CHS1_EMENI",22.22342,,,34,36,
"CHS1_EXOJE",22.40358,,,34,36,
"CHS1_NEUCR",22.07353,,,34,36,
"CHS1_PHAEX",22.38848,,,34,36,
"CHS1_RHIAT",22.31552,,,34,36,
"CHS1_RHIOL",19.18786,,,34,36,
"CHS1_SCHCO",20.9661,,,34,36,
"CHS1_SCHPO",20.71683,,,34,36,
"CHS1_USTMA",12.9031,,,34,36,
"CHS1_WANDE",21.87494,,,34,36,
"CHS1_XYLBA",20.64095,,,34,36,
"CHS1_YEAST",13.60525,,,34,36,
"CHS2_AJECA",14.87495,,,34,36,
"CHS2_AJEDE",21.42717,,,34,36,
"CHS2_ASPNG",19.97825,,,34,36,
"CHS2_CANAL",14.16832,,,34,36,
"CHS2_EMENI",20.67533,,,34,36,
"CHS2_EXOJE",21.63402,,,34,36,
"CHS2_NEUCR",21.52482,,,34,36,
"CHS2_PHAEX",21.16514,,,34,36,
"CHS2_RHIAT",12.95178,,,34,36,
"CHS2_RHIOL",20.69901,,,34,36,
"CHS2_USTMA",15.61155,,,34,36,
"CHS2_WANDE",22.72538,,,34,36,
"CHS2_XYLBA",21.92441,,,34,36,
"CHS2_YEAST",13.97177,,,34,36,
"CHS3_AJECA",21.3277,,,34,36,
"CHS3_CANAL",1.673221,,,2,36,
"CHS3_EXOJE",16.00934,,,34,36,
"CHS3_NEUCR",13.90382,,,34,36,
"CHS3_WANDE",16.82182,,,34,36,
"CHS3_YEAST",1.673221,,,2,36,
"CIC1_CYPCA",3.08259,,,4,10,
"CIC1_RABIT",3.21026,,,4,10,
"CIC2_RABIT",1,,,1,1,
"CICC_RABIT",3.380038,,,4,10,
"CICC_RAT",3.340007,,,4,10,
"CICG_RABIT",1,,,1,1,
"CICH_TORMA",1,,,1,1,
"CIK0_HUMAN",2.517123,,,3,3,
"CIK0_MOUSE",2.677643,,,3,3,
"CIK0_RAT",2.674059,,,3,3,
"CIK1_DROME",13.55045,,,28,260,
"CIK1_MOUSE",14.03855,,,28,260,
"CIK1_RAT",13.94483,,,28,260,
"CIK2_DROME",17.64972,,,28,260,
"CIK2_RAT",14.0013,,,28,260,
"CIK2_XENLA",13.59895,,,28,260,
"CIK3_DROME",13.12567,,,28,260,
"CIK3_HUMAN",13.93379,,,28,260,
"CIK3_MOUSE",13.97673,,,28,260,
"CIK3_RAT",14.0524,,,28,260,
"CIK4_DROME",17.67521,,,28,260,
"CIK4_HUMAN",13.37602,,,28,260,
"CIK4_RAT",13.3799,,,28,260,
"CIK5_HUMAN",15.15274,,,28,260,
"CIK5_RAT",13.85521,,,28,260,
"CIK6_HUMAN",13.68818,,,28,260,
"CIK6_RAT",13.61082,,,28,260,
"CIKA_RAT",1.692018,,,28,260,
"CIKB_DROME",4.166289,,,28,260,
"CIKD_MOUSE",4.939631,,,28,260,
"CIKD_RAT",4.827936,,,28,260,
"CIKE_RAT",5.548857,2.99408,2.99408,28,260,37
"CIKF_RAT",5.529881,2.992577,2.992577,28,260,37
"CIKG_RAT",5.600929,2.993879,2.993879,28,260,37
"CIKL_DROME",1,,,1,260,
"CIKW_DROME",3.541349,,,28,260,
"CIN1_RAT",4.844566,,,6,10,
"CIN2_RAT",4.84996,,,6,10,
"CIN3_RAT",4.835446,,,6,10,
"CINA_ELEEL",4.167699,,,6,10,
"CINC_RAT",4.4031,,,6,10,
"CINS_RAT",4.677608,,,6,10,
"CIT_KLEPN",3.025327,,,4,5,
"CIT_LACLA",1,,,1,1,
"CIT1_ECOLI",3.593606,,,4,5,
"CIT2_ECOLI",3.606373,,,4,5,
"CITA_SALTY",3.570034,,,4,5,
"CNCG_MOUSE",3.528885,,,4,4,
"CNGC_RAT",3.174166,,,4,4,
"CO02_HUMAN",1,1,1,1,12,11
"CO9_HUMAN",1.631853,,,2,3,
"CO9_MOUSE",1.631853,,,2,3,
"CO9_ONCMY",1,,,1,3,
"CODB_ECOLI",1,,,1,1,
"COMT_HUMAN",1.778447,,,2,2,
"COMT_RAT",1.778447,,,2,2,
"COP_CLOPE",1,,,1,1,
"CORA_ECOLI",1,,,1,1,
"COX1_AMICA",37.16453,,,51,53,
"COX1_APIME",30.62778,,,51,53,
"COX1_ASCSU",27.98084,,,51,53,
"COX1_ATRSP",40.70771,,,51,53,
"COX1_BALPH",36.06985,,,51,53,
"COX1_BETVU",35.07928,,,51,53,
"COX1_BOVIN",36.40029,,,51,53,
"COX1_CAEEL",26.62611,,,51,53,
"COX1_CHICK",35.69146,,,51,53,
"COX1_CHLRE",27.99619,,,51,53,
"COX1_COTJA",25.82631,,,51,53,
"COX1_CYPCA",36.31315,,,51,53,
"COX1_DROME",33.9607,,,51,53,
"COX1_DROYA",33.95382,,,51,53,
"COX1_EMENI",30.40745,,,51,53,
"COX1_GEOSD",37.93345,,,51,53,
"COX1_GOMVA",40.70019,,,51,53,
"COX1_HUMAN",36.10913,,,51,53,
"COX1_KLULA",1.800182,,,51,53,
"COX1_LEITA",6.511585,,,51,53,
"COX1_LEPOC",40.73587,,,51,53,
"COX1_MAIZE",34.88994,,,51,53,
"COX1_MARPO",33.16723,,,51,53,
"COX1_MEGAT",40.67799,,,51,53,
"COX1_MOUSE",35.99623,,,51,53,
"COX1_NEUCR",31.41842,,,51,53,
"COX1_OENBE",33.10883,,,51,53,
"COX1_ORYSA",34.90183,,,51,53,
"COX1_PANBU",37.14352,,,51,53,
"COX1_PARDE",24.90027,,,51,53,
"COX1_PARLI",34.57808,,,51,53,
"COX1_PARTE",1.613641,,,2,53,
"COX1_PEA",33.66094,,,51,53,
"COX1_PHOVI",36.36139,,,51,53,
"COX1_PISOC",34.23061,,,51,53,
"COX1_PODAN",25.22219,,,51,53,
"COX1_POLSP",40.80417,,,51,53,
"COX1_POLSX",37.77402,,,51,53,
"COX1_POMNI",40.66394,,,51,53,
"COX1_RAT",35.87075,,,51,53,
"COX1_SALTR",38.87421,,,51,53,
"COX1_SCAPL",40.70565,,,51,53,
"COX1_SCHPO",27.76975,,,51,53,
"COX1_SORBI",34.88994,,,51,53,
"COX1_SOYBN",33.94209,,,51,53,
"COX1_STRPU",33.61861,,,51,53,
"COX1_TETPY",1.613641,,,2,53,
"COX1_THEP3",7.222663,,,51,53,
"COX1_TRYBB",7.626637,,,51,53,
"COX1_WHEAT",34.81273,,,51,53,
"COX1_XENLA",36.09595,,,51,53,
"COX1_YEAST",30.1129,,,51,53,
"COX2_ACHDO",37.94333,,,71,75,
"COX2_ADABI",30.28144,,,71,75,
"COX2_AMICA",20.57319,,,71,75,
"COX2_APIME",27.25065,,,71,75,
"COX2_ASCSU",7.694613,,,71,75,
"COX2_ASTPE",20.28609,,,32,34,
"COX2_ATRSP",28.05647,,,71,75,
"COX2_BALPH",41.50611,,,71,75,
"COX2_BOVIN",41.45929,,,71,75,
"COX2_CAEEL",7.285678,,,71,75,
"COX2_CERAE",34.73438,,,71,75,
"COX2_CHICK",37.5694,,,71,75,
"COX2_CTEFE",32.42968,,,71,75,
"COX2_CYPCA",40.80734,,,71,75,
"COX2_DAUCA",27.62453,,,71,75,
"COX2_DROAI",40.17391,,,71,75,
"COX2_DROAL",40.17391,,,71,75,
"COX2_DROAM",40.22369,,,71,75,
"COX2_DROAT",40.17391,,,71,75,
"COX2_DROAZ",40.17391,,,71,75,
"COX2_DROBF",38.44752,,,71,75,
"COX2_DROLO",40.09967,,,71,75,
"COX2_DROME",41.05026,,,71,75,
"COX2_DRONR",40.09303,,,71,75,
"COX2_DROPS",40.18927,,,71,75,
"COX2_DROSU",40.84724,,,71,75,
"COX2_DROYA",40.92757,,,71,75,
"COX2_EMENI",8.989045,,,71,75,
"COX2_EXERO",33.94064,,,71,75,
"COX2_GALME",35.5979,,,71,75,
"COX2_GEOSD",18.33997,,,71,75,
"COX2_GOMVA",29.91704,,,71,75,
"COX2_GORGO",37.72148,,,71,75,
"COX2_HANSA",18.39638,,,71,75,
"COX2_HUMAN",37.99054,,,71,75,
"COX2_HYLSY",38.36308,,,71,75,
"COX2_KLULA",18.66948,,,71,75,
"COX2_LASSP",24.13411,,,71,75,
"COX2_LEITA",1.791862,,,2,75,
"COX2_LEPOC",28.05647,,,71,75,
"COX2_LOCMI",28.91804,,,71,75,
"COX2_MACFA",34.78111,,,71,75,
"COX2_MAIZE",26.12914,,,71,75,
"COX2_MARPO",33.31328,,,71,75,
"COX2_MEGAT",23.55791,,,71,75,
"COX2_MICPE",41.01299,,,71,75,
"COX2_MOUSE",40.84164,,,71,75,
"COX2_NEUCR",26.67552,,,71,75,
"COX2_OENBE",29.59367,,,71,75,
"COX2_ONCFA",36.28308,,,71,75,
"COX2_ORYSA",25.57075,,,71,75,
"COX2_PANPA",36.27518,,,71,75,
"COX2_PARDE",1.473481,,,71,75,
"COX2_PARLI",37.45537,,,71,75,
"COX2_PARPR",1.965921,,,2,75,
"COX2_PARTE",1.965921,,,2,75,
"COX2_PEA",25.02023,,,71,75,
"COX2_PERAM",38.7001,,,71,75,
"COX2_PHOVI",40.853,,,71,75,
"COX2_PISOC",37.86555,,,71,75,
"COX2_PNECA",28.10371,,,71,75,
"COX2_PODAN",26.75458,,,71,75,
"COX2_POLSX",19.2682,,,71,75,
"COX2_RAT",40.25607,,,71,75,
"COX2_SCAPL",23.15079,,,71,75,
"COX2_SCHGR",29.22678,,,71,75,
"COX2_SCHPO",24.85962,,,71,75,
"COX2_SITGR",32.96035,,,71,75,
"COX2_SOYBN",29.16911,,,71,75,
"COX2_STRPU",37.06746,,,71,75,
"COX2_SYMST",37.37365,,,71,75,
"COX2_TRYBB",1.791862,,,2,75,
"COX2_WHEAT",29.57413,,,71,75,
"COX2_XENLA",41.97471,,,71,75,
"COX2_YEAST",19.56414,,,71,75,
"COX2_ZOOAN",37.46897,,,71,75,
"COX3_ASCSU",2.214133,,,32,34,
"COX3_BALPH",18.87969,,,32,34,
"COX3_BOVIN",19.23624,,,32,34,
"COX3_CAEEL",2.171619,,,32,34,
"COX3_CHICK",17.88607,,,32,34,
"COX3_CYPCA",19.02798,,,32,34,
"COX3_DROME",16.79381,,,32,34,
"COX3_DROYA",17.1608,,,32,34,
"COX3_EMENI",13.94974,,,32,34,
"COX3_HUMAN",18.6099,,,32,34,
"COX3_LEITA",1,,,1,34,
"COX3_LOCMI",16.56523,,,32,34,
"COX3_MAIZE",16.0499,,,32,34,
"COX3_MARPO",16.58244,,,32,34,
"COX3_MOUSE",18.44902,,,32,34,
"COX3_NEUCR",13.41689,,,32,34,
"COX3_OENBE",16.7607,,,32,34,
"COX3_ONCNE",18.89941,,,32,34,
"COX3_ORYSA",16.71502,,,32,34,
"COX3_PARDE",8.563252,,,32,34,
"COX3_PARLI",16.1546,,,32,34,
"COX3_PHOVI",18.85987,,,32,34,
"COX3_PISOC",16.82155,,,32,34,
"COX3_RAT",18.15324,,,32,34,
"COX3_SALCL",18.9386,,,32,34,
"COX3_SCHCO",1.448694,,,32,34,
"COX3_SCHPO",4.747712,,,32,34,
"COX3_SOYBN",16.88685,,,32,34,
"COX3_STRPU",14.70922,,,32,34,
"COX3_WHEAT",17.4389,,,32,34,
"COX3_XENLA",18.69304,,,32,34,
"COX3_YEAST",1.988304,,,32,34,
"COX5_NEUCR",1,,,1,1,
"COX6_DICDI",1,,,1,1,
"COX7_YEAST",1,,,1,1,
"COX9_YEAST",1,,,1,1,
"COXX_PARDE",1,,,1,2,
"COXZ_PARDE",1,,,1,2,
"COXZ_YEAST",1,,,1,2,
"CP5A_CANTR",4.936021,,,7,11,
"CP5B_CANTR",4.92347,,,7,11,
"CP5C_CANMA",5.258233,,,7,11,
"CP5E_CANMA",5.277599,,,7,11,
"CP5F_CANTR",5.066513,,,7,11,
"CP5G_CANTR",4.598076,,,7,11,
"CP5H_CANTR",4.856029,,,7,11,
"CP5I_CANTR",1,,,1,11,
"CP5J_CANTR",1,,,1,11,
"CP71_PERAE",1,,,1,11,
"CPT1_YEAST",2.069845,,,2,2,
"CPTR_PEA",2.696845,,,3,3,
"CPTR_SOLTU",2.69123,,,3,3,
"CPTR_SPIOL",2.667612,,,3,3,
"CPXA_ECOLI",1,,,1,23,
"CR1_HUMAN",1,,,1,33,
"CR2_HUMAN",1.640419,,,2,33,
"CR2_MOUSE",1.640419,,,2,33,
"CRB_DROME",1,,,1,260,
"CREC_ECOLI",1,,,1,23,
"CRNA_EMENI",1,,,1,1,
"CRTI_NEUCR",1,,,1,1,
"CSCB_ECOLI",1,,,1,4,
"CSG_HALHA",1,,,1,2,
"CSG_HALVO",1,,,1,2,
"CSG_METFE",1.993389,,,2,2,
"CSG_METSC",1.993389,,,2,2,
"CTL4_HUMAN",1.72287,,,2,3,
"CTL4_MOUSE",1.72287,1,1,2,3,1
"CTR_YEAST",1,,,1,1,
"CVAB_ECOLI",1,,,1,35,
"CX26_HUMAN",13.83339,13.35165,,28,28,
"CX26_MOUSE",13.10823,12.63236,,28,28,
"CX26_RAT",13.12831,12.65311,,28,28,
"CX30_RAT",5.739725,5.739725,,28,28,
"CX30_XENLA",11.75841,11.75841,,28,28,
"CX31_MOUSE",6.284457,6.284457,,28,28,
"CX31_RAT",6.270406,6.270406,,28,28,
"CX32_ARATH",1,,,1,1,
"CX32_HUMAN",8.987609,8.987609,,28,28,
"CX32_MOUSE",8.567077,8.567077,,28,28,
"CX32_RAT",8.563775,8.563775,,28,28,
"CX33_RAT",9.143993,8.638701,,28,28,
"CX37_MOUSE",10.80983,10.16119,,28,28,
"CX38_XENLA",10.9342,,,28,28,
"CX40_MOUSE",10.92524,10.45047,,28,28,
"CX40_RAT",10.06885,9.594176,,28,28,
"CX42_CHICK",10.11491,9.607428,,28,28,
"CX43_BOVIN",12.36045,11.80498,,28,28,
"CX43_CHICK",10.26944,9.730742,,28,28,
"CX43_HUMAN",11.90035,11.34578,,28,28,
"CX43_MOUSE",11.92927,11.37442,,28,28,
"CX43_RAT",11.93236,11.37751,,28,28,
"CX43_XENLA",11.91324,11.35755,,28,28,
"CX45_CANFA",4.241313,4.241313,,28,28,
"CX45_CHICK",4.119293,3.665975,,28,28,
"CX45_MOUSE",4.664665,4.202329,,28,28,
"CX46_RAT",11.21355,10.6688,,28,28,
"CX50_MOUSE",13.61923,13.07328,,28,28,
"CX56_CHICK",12.73405,12.16399,,28,28,
