"group-ID","Spec-Type","Spec-No","1st level","2nd level","3rd level","4th level","5th level","6th level","7th level"
"E9460","E",9460,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","CARYOPHYLLALES","PHYTOLACCACEAE",
"E9470","E",9470,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","CARYOPHYLLALES","NYCTAGINACEAE",
"E9480","E",9480,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","CARYOPHYLLALES","AIZOACEAE",
"E9490","E",9490,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","CARYOPHYLLALES","CHENOPODIACEAE",
"E9500","E",9500,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","CARYOPHYLLALES","AMARANTHACEAE",
"E9510","E",9510,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","CARYOPHYLLALES","CARYOPHYLLACEAE",
"E9520","E",9520,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","RHAMNALES","VITACEAE",
"E9530","E",9530,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","POLYGONALES","POLYGONACEAE",
"E9540","E",9540,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","THEALES","ACTINIDIACEAE",
"E9550","E",9550,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","MALVALES","MALVACEAE",
"E9560","E",9560,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","MALVALES","STERCULIACEAE",
"E9562","E",9562,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","ERICALES","CYRILLACEAE",
"E9563","E",9563,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","ERICALES","EPACRIDACEAE",
"E9564","E",9564,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","ERICALES","ERICACEAE",
"E9567","E",9567,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","NEPENTHALES","DROSERACEAE",
"E9568","E",9568,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","NEPENTHALES","NEPENTHACEAE",
"E9569","E",9569,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","NEPENTHALES","SARRACENIACEAE",
"E9570","E",9570,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","LECYTHIDALES","LECYTHIDACEAE",
"E9579","E",9579,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","VIOLALES","BEGONIACEAE",
"E9580","E",9580,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","VIOLALES","CARICACEAE",
"E9590","E",9590,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","VIOLALES","CUCURBITACEAE",
"E9591","E",9591,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","VIOLALES","PASSIFLORACEAE",
"E9600","E",9600,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","SALICALES","SALICACEAE",
"E9610","E",9610,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","CAPPARALES","CRUCIFERAE",
"E9620","E",9620,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","CAPPARALES","MORINGACEAE",
"E9622","E",9622,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","CELASTRALES","AQUIFOLIACEAE",
"E9624","E",9624,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","CORNALES","CORNACEAE",
"E9625","E",9625,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","CORNALES","GARRYACEAE",
"E9626","E",9626,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","CORNALES","NYSSACEAE",
"E9630","E",9630,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","EBENALES","SAPOTACEAE",
"E9636","E",9636,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","POLYGALALES","MALPIGHIACEAE",
"E9637","E",9637,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","POLYGALALES","POLYGALACEAE",
"E9638","E",9638,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","POLYGALALES","TREMANDRACEAE",
"E9640","E",9640,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","ROSALES","ROSACEAE",
"E9641","E",9641,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","ROSALES","BYBLIDACEAE",
"E9642","E",9642,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","ROSALES","CEPHALOTACEAE",
"E9643","E",9643,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","ROSALES","CRASSULACEAE",
"E9644","E",9644,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","ROSALES","CUNONIACEAE",
"E9645","E",9645,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","ROSALES","EUCRYPHIACEAE",
"E9648","E",9648,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","ROSALES","SAXIFRAGACEAE",
"E9650","E",9650,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","FABALES","CAESALPINIACEAE",
"E9660","E",9660,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","FABALES","MIMOSACEAE",
"E9670","E",9670,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","FABALES","FABACEAE",
"E9678","E",9678,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","MYRTALES","COMBRETACEAE",
"E9679","E",9679,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","MYRTALES","LYTHRACEAE",
"E9680","E",9680,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","MYRTALES","ONAGRACEAE",
"E9690","E",9690,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","SANTALALES","SANTALACEAE",
"E9700","E",9700,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","SANTALALES","LORANTHACEAE",
"E9710","E",9710,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","EUPHORBIALES","EUPHORBIACEAE",
"E9712","E",9712,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","EUPHORBIALES","SIMMONDSIACEAE",
"E9720","E",9720,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","SAPINDALES","ANACARDIACEAE",
"E9724","E",9724,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","SAPINDALES","BURSERACEAE",
"E9730","E",9730,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","GERANIALES","TROPAEOLACEAE",
"E9740","E",9740,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","GERANIALES","ACERACEAE",
"E9750","E",9750,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","GERANIALES","GERANIACEAE",
"E9752","E",9752,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","GERANIALES","OXALIDACEAE",
"E9768","E",9768,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","APIALES","APIACEAE",
"E9770","E",9770,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","APIALES","ARALIACEAE",
"E9780","E",9780,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","APIALES","UMBELLIFERAE",
"E9790","E",9790,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","OLEALES","OLEACEAE",
"E9795","E",9795,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","CAMPANULALES","CAMPANULACEAE",
"E9800","E",9800,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","GENTIANALES","APOCYNACEAE",
"E9810","E",9810,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","GENTIANALES","ASCLEPIADACEAE",
"E9820","E",9820,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","SOLANALES","SOLANACEAE",
"E9830","E",9830,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","SOLANALES","CONVOLVULACEAE",
"E9831","E",9831,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","SOLANALES","CUSCUTACEAE",
"E9832","E",9832,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","SOLANALES","HYDROPHYLLACEAE",
"E9836","E",9836,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","SCROPHULARIALES","ACANTHACEAE",
"E9838","E",9838,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","SCROPHULARIALES","LENTIBULARIACEAE",
"E9840","E",9840,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","SCROPHULARIALES","OROBANCHACEAE",
"E9850","E",9850,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","SCROPHULARIALES","SCROPHULARIACEAE",
"E9860","E",9860,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","SCROPHULARIALES","PEDALIACEAE",
"E9870","E",9870,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","LAMIALES","LAMIACEAE",
"E9878","E",9878,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","DIPSACALES","ADOXACEAE",
"E9880","E",9880,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","DIPSACALES","CAPRIFOLIACEAE",
"E9890","E",9890,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","ASTERALES","ASTERACEAE",
"E9892","E",9892,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","DICOTYLEDONEAE","ASTERALES","COMPOSITAE",
"E9900","E",9900,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","MONOCOTYLEDONEAE","NOT YET CLASSIFIED",,
"E9910","E",9910,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","MONOCOTYLEDONEAE","ALISMATALES","ALISMATACEAE",
"E9920","E",9920,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","MONOCOTYLEDONEAE","ARALES","ARACEAE",
"E9930","E",9930,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","MONOCOTYLEDONEAE","ARALES","LEMNACEAE",
"E9940","E",9940,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","MONOCOTYLEDONEAE","CYPERALES","GRAMINEAE",
"E9950","E",9950,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","MONOCOTYLEDONEAE","CYPERALES","POACEAE",
"E9960","E",9960,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","MONOCOTYLEDONEAE","BROMELIALES","BROMELIACEAE",
"E9970","E",9970,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","MONOCOTYLEDONEAE","ZINGIBERALES","MARANTACEAE",
"E9977","E",9977,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","MONOCOTYLEDONEAE","LILIALES","AMARYLLIDACEAE",
"E9978","E",9978,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","MONOCOTYLEDONEAE","LILIALES","DIOSCOREACEAE",
"E9980","E",9980,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","MONOCOTYLEDONEAE","LILIALES","HYPOXIDACEAE",
"E9990","E",9990,"PLANTA","EMBRYOPHYTA","ANGIOSPERMAE","MONOCOTYLEDONEAE","LILIALES","LILIACEAE",
"P0000","P",0,"NOT YET CLASSIFIED",,,,,,
"P0050","P",50,"GRACILICUTES","OXYPHOTOBACTERIA","CYANOBACTERIA (BLUE-GREEN ALGAE)","CHROOCOCCALES",,,
"P0060","P",60,"GRACILICUTES","OXYPHOTOBACTERIA","CYANOBACTERIA (BLUE-GREEN ALGAE)","OSCILLATORIALES",,,
"P0070","P",70,"GRACILICUTES","OXYPHOTOBACTERIA","CYANOBACTERIA (BLUE-GREEN ALGAE)","NOSTOCALES",,,
"P0080","P",80,"GRACILICUTES","OXYPHOTOBACTERIA","CYANOBACTERIA (BLUE-GREEN ALGAE)","STIGONEMATALES",,,
"P0090","P",90,"GRACILICUTES","OXYPHOTOBACTERIA","PROCHLORON-RELATED",,,,
"P0100","P",100,"GRACILICUTES","ANOXYPHOTOBACTERIA","UNCERTAIN",,,,
"P0110","P",110,"GRACILICUTES","ANOXYPHOTOBACTERIA","PURPLE BACTERIA","CHROMATIACEAE",,,
"P0120","P",120,"GRACILICUTES","ANOXYPHOTOBACTERIA","PURPLE BACTERIA","RHODOSPIRILLACEAE",,,
"P0130","P",130,"GRACILICUTES","ANOXYPHOTOBACTERIA","GREEN BACTERIA","CHLOROBIACEAE",,,
"P0140","P",140,"GRACILICUTES","ANOXYPHOTOBACTERIA","GREEN BACTERIA","CHLOROFLEXACEAE",,,
"P0200","P",200,"GRACILICUTES","SCOTOBACTERIA","UNCERTAIN",,,,
"P0210","P",210,"GRACILICUTES","SCOTOBACTERIA","MYXOBACTERALES","MYXOCOCCACEAE",,,
"P0220","P",220,"GRACILICUTES","SCOTOBACTERIA","MYXOBACTERALES","CYSTOBACTERACEAE",,,
"P0250","P",250,"GRACILICUTES","SCOTOBACTERIA","LYSOBACTERALES","LYSOBACTERACEAE",,,
"P0260","P",260,"GRACILICUTES","SCOTOBACTERIA","NONPHOTOSYNTHETIC, NONFRUITING GLIDING","BEGGIATOACEAE",,,
"P0270","P",270,"GRACILICUTES","SCOTOBACTERIA","NONPHOTOSYNTHETIC, NONFRUITING GLIDING","CYTOPHAGACEAE",,,
"P0400","P",400,"GRACILICUTES","SCOTOBACTERIA","BUDDING AND/OR APPENDAGED",,,,
"P0490","P",490,"GRACILICUTES","SCOTOBACTERIA","SPIROCHETES","SPIROCHAETALES","LEPTOSPIRACEAE",,
"P0500","P",500,"GRACILICUTES","SCOTOBACTERIA","SPIROCHETES","SPIROCHAETALES","SPIROCHAETACEAE",,
"P0610","P",610,"GRACILICUTES","SCOTOBACTERIA","AEROBIC, MOTILE, HELICAL AND/OR VIBRIOID",,,,
"P0700","P",700,"GRACILICUTES","SCOTOBACTERIA","AEROBIC RODS AND COCCI","UNCERTAIN",,,
"P0710","P",710,"GRACILICUTES","SCOTOBACTERIA","AEROBIC RODS AND COCCI","PSEUDOMONADACEAE",,,
"P0720","P",720,"GRACILICUTES","SCOTOBACTERIA","AEROBIC RODS AND COCCI","AZOTOBACTERIACEAE",,,
"P0730","P",730,"GRACILICUTES","SCOTOBACTERIA","AEROBIC RODS AND COCCI","RHIZOBIACEAE",,,
"P0740","P",740,"GRACILICUTES","SCOTOBACTERIA","AEROBIC RODS AND COCCI","METHYLOCOCCACEAE",,,
"P0750","P",750,"GRACILICUTES","SCOTOBACTERIA","AEROBIC RODS AND COCCI","ACETOBACTERACEAE",,,
"P0760","P",760,"GRACILICUTES","SCOTOBACTERIA","AEROBIC RODS AND COCCI","LEGIONELLACEAE",,,
"P0770","P",770,"GRACILICUTES","SCOTOBACTERIA","AEROBIC RODS AND COCCI","NEISSERIACEAE",,,
"P0780","P",780,"GRACILICUTES","SCOTOBACTERIA","AEROBIC RODS AND COCCI","ALCALIGENACEAE",,,
"P0800","P",800,"GRACILICUTES","SCOTOBACTERIA","FACULTATIVELY ANAEROBIC RODS","UNCERTAIN",,,
"P0810","P",810,"GRACILICUTES","SCOTOBACTERIA","FACULTATIVELY ANAEROBIC RODS","ENTEROBACTERIACEAE",,,
"P0820","P",820,"GRACILICUTES","SCOTOBACTERIA","FACULTATIVELY ANAEROBIC RODS","VIBRONACEAE",,,
"P0830","P",830,"GRACILICUTES","SCOTOBACTERIA","FACULTATIVELY ANAEROBIC RODS","PASTEURELLACEAE",,,
"P0900","P",900,"GRACILICUTES","SCOTOBACTERIA","ANAEROBIC RODS","UNCERTAIN",,,
"P0910","P",910,"GRACILICUTES","SCOTOBACTERIA","ANAEROBIC RODS","BACTEROIDACEAE",,,
"P0920","P",920,"GRACILICUTES","SCOTOBACTERIA","SULFATE- OR SULFUR-REDUCING DISSIMILATORY",,,,
"P0950","P",950,"GRACILICUTES","SCOTOBACTERIA","ANAEROBIC COCCI","VEILLONELLACEAE",,,
"P1010","P",1010,"GRACILICUTES","SCOTOBACTERIA","AEROBIC CHEMOLITHOTROPHIC","NITROBACTERACEAE",,,
"P1020","P",1020,"GRACILICUTES","SCOTOBACTERIA","AEROBIC CHEMOLITHOTROPHIC","SULFUR METABOLIZING",,,
"P1030","P",1030,"GRACILICUTES","SCOTOBACTERIA","AEROBIC CHEMOLITHOTROPHIC","OLIGATELY CHEMOLITHOTROPHIC HYDROGEN",,,
"P1110","P",1110,"GRACILICUTES","SCOTOBACTERIA","RICKETTSIAS","RICKETTSIALES","RICKETTSIACEAE",,
"P1150","P",1150,"GRACILICUTES","SCOTOBACTERIA","RICKETTSIAS","CHLAMYDIALES","CHLAMYDIACEAE",,
"P1400","P",1400,"FIRMICUTES","COCCI","UNCERTAIN",,,,
"P1410","P",1410,"FIRMICUTES","COCCI","MICROCOCCACEAE",,,,
"P1420","P",1420,"FIRMICUTES","COCCI","STREPTOCOCCAEAE",,,,
"P1430","P",1430,"FIRMICUTES","COCCI","PEPTOCOCCACEAE",,,,
"P1440","P",1440,"FIRMICUTES","COCCI","DEINOCOCCACEAE",,,,
"P1500","P",1500,"FIRMICUTES","ENDOSPORE-FORMING RODS AND COCCI","UNCERTAIN",,,,
"P1510","P",1510,"FIRMICUTES","ENDOSPORE-FORMING RODS AND COCCI","BACILLACEAE",,,,
"P1600","P",1600,"FIRMICUTES","REGULAR ASPOROGENOUS ROD","UNCERTAIN",,,,
"P1610","P",1610,"FIRMICUTES","REGULAR ASPOROGENOUS ROD","LACTOBACILLACEAE",,,,
"P1710","P",1710,"FIRMICUTES","IRREGULAR ASPOROGENOUS RODS","CORYNEFORM GROUP",,,,
"P1720","P",1720,"FIRMICUTES","IRREGULAR ASPOROGENOUS RODS","PROPONIBACTERIACEAE",,,,
"P1800","P",1800,"FIRMICUTES","ACTINOMYCETALES","UNCERTAIN",,,,
"P1820","P",1820,"FIRMICUTES","ACTINOMYCETALES","MYCOBACTERIACEAE",,,,
"P1830","P",1830,"FIRMICUTES","ACTINOMYCETALES","FRANKIACEAE",,,,
"P1850","P",1850,"FIRMICUTES","ACTINOMYCETALES","NOCARDIOFORM",,,,
"P1860","P",1860,"FIRMICUTES","ACTINOMYCETALES","ACTINOPLANACEAE",,,,
"P1870","P",1870,"FIRMICUTES","ACTINOMYCETALES","STREPTOMYCETACEAE",,,,
"P1880","P",1880,"FIRMICUTES","ACTINOMYCETALES","MADUROMYCETACEAE",,,,
"P1890","P",1890,"FIRMICUTES","ACTINOMYCETALES","THERMOACTINOMYCETACEAE",,,,
"P1900","P",1900,"FIRMICUTES","ACTINOMYCETALES","THERMOMONOSPORACEAE",,,,
"P2000","P",2000,"TENERICUTES","MOLLICUTES","MYCOPLASMA","UNCERTAIN",,,
"P2010","P",2010,"TENERICUTES","MOLLICUTES","MYCOPLASMA","MYCOPLASMATALES","MYCOPLASMATACEAE",,
"P5000","P",5000,"MENDOSICUTES","ARCHAEBACTERIA","NOT YET CLASSIFIED",,,,
"P5010","P",5010,"MENDOSICUTES","ARCHAEBACTERIA","METHANOBACTERIALES","METHANOBACTERIACEAE",,,
"P5020","P",5020,"MENDOSICUTES","ARCHAEBACTERIA","METHANOBACTERIALES","METHANOTHERMACEAE",,,
"P5030","P",5030,"MENDOSICUTES","ARCHAEBACTERIA","METHANOCOCCALES","METHANOCOCCACEAE",,,
"P5040","P",5040,"MENDOSICUTES","ARCHAEBACTERIA","METHANOMICROBIALES","METHANOMICROBIACEAE",,,
"P5050","P",5050,"MENDOSICUTES","ARCHAEBACTERIA","METHANOMICROBIALES","METHANOSARCINACEAE",,,
"P5110","P",5110,"MENDOSICUTES","ARCHAEBACTERIA","HALOBACTERIALES","HALOBACTERIACEAE",,,
"P5200","P",5200,"MENDOSICUTES","ARCHAEBACTERIA","THERMOPROTEALES","THERMOCOCCACEAE",,,
"P5210","P",5210,"MENDOSICUTES","ARCHAEBACTERIA","THERMOPROTEALES","THERMOPROTEACEAE",,,
"P5220","P",5220,"MENDOSICUTES","ARCHAEBACTERIA","THERMOPROTEALES","DESULFUROCOCCACEAE",,,
"P5310","P",5310,"MENDOSICUTES","ARCHAEBACTERIA","SULFOLOBALES",,,,
"P5410","P",5410,"MENDOSICUTES","ARCHAEBACTERIA","THERMOPLASMALES",,,,
"V0000","V",0,"NOT YET CLASSIFIED",,,,,,
"V0010","V",10,"DS-DNA ENVELOPED VIRUSES","BACULOVIRIDAE","EUBACULOVIRINAE",,,,
"V0110","V",110,"DS-DNA ENVELOPED VIRUSES","HEPADNAVIRIDAE",,,,,
"V0210","V",210,"DS-DNA ENVELOPED VIRUSES","HERPESVIRIDAE","ALPHAHERPESVIRINAE",,,,
"V0214","V",214,"DS-DNA ENVELOPED VIRUSES","HERPESVIRIDAE","BETAHERPESVIRINAE",,,,
"V0218","V",218,"DS-DNA ENVELOPED VIRUSES","HERPESVIRIDAE","GAMMAHERPESVIRINAE",,,,
"V0250","V",250,"DS-DNA ENVELOPED VIRUSES","LIPOTHRIXVIRIDAE",,,,,
"V0260","V",260,"DS-DNA ENVELOPED VIRUSES","POLYDNAVIRIDAE",,,,,
"V0310","V",310,"DS-DNA ENVELOPED VIRUSES","POXVIRIDAE","CHORDOPOXVIRINAE","ORTHOPOXVIRUSES",,,
"V0311","V",311,"DS-DNA ENVELOPED VIRUSES","POXVIRIDAE","CHORDOPOXVIRINAE","AVIPOXVIRUSES",,,
"V0312","V",312,"DS-DNA ENVELOPED VIRUSES","POXVIRIDAE","CHORDOPOXVIRINAE","CAPRIPOXVIRUSES",,,
"V0313","V",313,"DS-DNA ENVELOPED VIRUSES","POXVIRIDAE","CHORDOPOXVIRINAE","LEPORIPOVIRUSES",,,
"V0314","V",314,"DS-DNA ENVELOPED VIRUSES","POXVIRIDAE","CHORDOPOXVIRINAE","MOLLUSCIPOXVIRUSES",,,
"V0315","V",315,"DS-DNA ENVELOPED VIRUSES","POXVIRIDAE","CHORDOPOXVIRINAE","PARAPOXVIRUSES",,,
"V0316","V",316,"DS-DNA ENVELOPED VIRUSES","POXVIRIDAE","CHORDOPOXVIRINAE","SUIPOXVIRUSES",,,
"V0320","V",320,"DS-DNA ENVELOPED VIRUSES","POXVIRIDAE","ENTOMOPOXVIRINAE",,,,
"V0380","V",380,"DS-DNA ENVELOPED VIRUSES","SSV1-TYPE PHAGES",,,,,
"V1010","V",1010,"DS-DNA NONENVELOPED VIRUSES","ADENOVIRIDAE","MASTADENOVIRUSES",,,,
"V1020","V",1020,"DS-DNA NONENVELOPED VIRUSES","ADENOVIRIDAE","AVIADENOVIRUSES",,,,
"V1110","V",1110,"DS-DNA NONENVELOPED VIRUSES","CAULIMOVIRIDAE",,,,,
"V1160","V",1160,"DS-DNA NONENVELOPED VIRUSES","CORTICOVIRIDAE",,,,,
"V1210","V",1210,"DS-DNA NONENVELOPED VIRUSES","IRIDOVIRIDAE",,,,,
"V1310","V",1310,"DS-DNA NONENVELOPED VIRUSES","MYOVIRIDAE",,,,,
"V1410","V",1410,"DS-DNA NONENVELOPED VIRUSES","PAPOVAVIRIDAE","PAPILLOMAVIRUSES",,,,
"V1420","V",1420,"DS-DNA NONENVELOPED VIRUSES","PAPOVAVIRIDAE","POLYOMAVIRUSES",,,,
"V1500","V",1500,"DS-DNA NONENVELOPED VIRUSES","PHYCODNAVIRIDAE",,,,,
"V1510","V",1510,"DS-DNA NONENVELOPED VIRUSES","PODOVIRIDAE",,,,,
"V1610","V",1610,"DS-DNA NONENVELOPED VIRUSES","SIPHOVIRIDAE",,,,,
"V1710","V",1710,"DS-DNA NONENVELOPED VIRUSES","TECTIVIRIDAE",,,,,
"V3010","V",3010,"DS-RNA NONENVELOPED VIRUSES","BIRNAVIRIDAE",,,,,
"V3110","V",3110,"DS-RNA NONENVELOPED VIRUSES","REOVIRIDAE","CYPOVIRUSES",,,,
"V3120","V",3120,"DS-RNA NONENVELOPED VIRUSES","REOVIRIDAE","FIJIVIRUSES",,,,
"V3130","V",3130,"DS-RNA NONENVELOPED VIRUSES","REOVIRIDAE","ORBIVIRUSES",,,,
"V3140","V",3140,"DS-RNA NONENVELOPED VIRUSES","REOVIRIDAE","PHYTOREOVIRUSES",,,,
"V3150","V",3150,"DS-RNA NONENVELOPED VIRUSES","REOVIRIDAE","REOVIRUSES",,,,
"V3160","V",3160,"DS-RNA NONENVELOPED VIRUSES","REOVIRIDAE","ROTAVIRUSES",,,,
"V3180","V",3180,"DS-RNA NONENVELOPED VIRUSES","TOTIVIRIDAE",,,,,
"V5010","V",5010,"SS-DNA NONENVELOPED VIRUSES","GEMINIVIRIDAE",,,,,
"V5110","V",5110,"SS-DNA NONENVELOPED VIRUSES","INOVIRIDAE",,,,,
"V5210","V",5210,"SS-DNA NONENVELOPED VIRUSES","MICROVIRIDAE",,,,,
"V5310","V",5310,"SS-DNA NONENVELOPED VIRUSES","PARVOVIRIDAE","DENSOVIRUSES",,,,
"V5320","V",5320,"SS-DNA NONENVELOPED VIRUSES","PARVOVIRIDAE","DEPENDOVIRUSES",,,,
"V5330","V",5330,"SS-DNA NONENVELOPED VIRUSES","PARVOVIRIDAE","PARVOVIRUSES",,,,
"V5340","V",5340,"SS-DNA NONENVELOPED VIRUSES","PARVOVIRIDAE","SPIROMICROVIRUS",,,,
"V5510","V",5510,"DS-RNA ENVELOPED VIRUSES","CYSTOVIRIDAE",,,,,
"V6010","V",6010,"SS-RNA ENVELOPED VIRUSES","NEGATIVE-STRAND","ARENAVIRIDAE",,,,
"V6090","V",6090,"SS-RNA ENVELOPED VIRUSES","NEGATIVE-STRAND","BUNYAVIRIDAE","BUNYAVIRUSES",,,
"V6100","V",6100,"SS-RNA ENVELOPED VIRUSES","NEGATIVE-STRAND","BUNYAVIRIDAE","HANTAVIRUSES",,,
"V6110","V",6110,"SS-RNA ENVELOPED VIRUSES","NEGATIVE-STRAND","BUNYAVIRIDAE","NAIROVIRUSES",,,
"V6120","V",6120,"SS-RNA ENVELOPED VIRUSES","NEGATIVE-STRAND","BUNYAVIRIDAE","PHLEBOVIRUSES",,,
